"","DATE","BOROUGH","Fri","Mon","Sat","Sun","Thu","Tue","Wed","YEAR","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","DAY","COLLISION_DATE","TEMP","DEWP","SLP","VISIB","WDSP","MXPSD","GUST","MAX","MIN","PRCP","SNDP","FOG","CYC_KILL","CYC_INJD","MOTO_KILL","MOTO_INJD","PEDS_KILL","PEDS_INJD","PERS_KILL","PERS_INJD","NUM_COLS"
"1","21-08-2012","MANHATTAN",0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,21,"21-08-2012",72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,0,4,0,17,0,7,0,28,109
"2","21-08-2012","BRONX",0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,21,"21-08-2012",72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,0,2,1,13,1,4,1,19,46
"3","21-08-2012","QUEENS",0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,21,"21-08-2012",72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,0,2,0,21,0,0,0,23,103
"4","21-08-2012","BROOKLYN",0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,21,"21-08-2012",72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,0,5,0,25,0,11,0,41,122
"5","21-08-2012","STATEN ISLAND",0,1,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,21,"21-08-2012",72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,0,0,0,3,0,1,0,4,28
"6","27-10-2012","BRONX",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,27,"27-10-2012",61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,0,0,1,22,0,3,0,25,60
"7","27-10-2012","MANHATTAN",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,27,"27-10-2012",61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,0,1,0,11,0,8,0,20,122
"8","27-10-2012","QUEENS",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,27,"27-10-2012",61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,0,0,0,21,0,4,0,25,108
"9","27-10-2012","BROOKLYN",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,27,"27-10-2012",61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,0,5,0,26,0,9,0,40,120
"10","27-10-2012","STATEN ISLAND",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,27,"27-10-2012",61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,0,0,0,9,0,0,0,9,20
"11","25-08-2012","QUEENS",1,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,25,"25-08-2012",75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,0,5,0,28,0,5,0,38,117
"12","25-08-2012","BROOKLYN",1,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,25,"25-08-2012",75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,0,8,0,17,0,4,0,29,115
"13","25-08-2012","BRONX",1,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,25,"25-08-2012",75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,0,2,0,14,0,3,0,19,57
"14","25-08-2012","MANHATTAN",1,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,25,"25-08-2012",75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,0,1,0,16,0,5,0,22,97
"15","25-08-2012","STATEN ISLAND",1,0,0,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,25,"25-08-2012",75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,0,1,0,5,0,1,0,7,22
"16","09-09-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,9,"09-09-2012",68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,999.9,0,0,4,0,38,0,13,0,55,122
"17","09-09-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,9,"09-09-2012",68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,999.9,0,0,4,0,16,0,9,0,29,109
"18","09-09-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,9,"09-09-2012",68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,999.9,0,0,2,0,21,0,2,0,25,94
"19","09-09-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,9,"09-09-2012",68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,999.9,0,0,2,0,8,0,5,0,15,50
"20","09-09-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,9,"09-09-2012",68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,999.9,0,0,0,0,1,0,1,0,2,22
"21","17-09-2012","MANHATTAN",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,17,"17-09-2012",66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,0,4,0,15,1,8,1,27,123
"22","17-09-2012","BROOKLYN",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,17,"17-09-2012",66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,0,5,1,13,0,7,0,25,96
"23","17-09-2012","QUEENS",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,17,"17-09-2012",66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,0,1,0,19,0,5,0,25,95
"24","17-09-2012","STATEN ISLAND",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,17,"17-09-2012",66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,0,0,0,5,0,1,0,6,28
"25","17-09-2012","BRONX",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,17,"17-09-2012",66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,0,1,0,9,0,3,0,13,45
"26","23-11-2012","BRONX",0,0,0,0,1,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,23,"23-11-2012",48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,0,0,0,9,0,4,0,13,51
"27","23-11-2012","BROOKLYN",0,0,0,0,1,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,23,"23-11-2012",48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,0,2,0,45,0,7,0,54,125
"28","23-11-2012","QUEENS",0,0,0,0,1,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,23,"23-11-2012",48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,0,1,0,17,0,9,0,27,118
"29","23-11-2012","MANHATTAN",0,0,0,0,1,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,23,"23-11-2012",48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,0,1,0,1,0,3,0,5,66
"30","23-11-2012","STATEN ISLAND",0,0,0,0,1,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,23,"23-11-2012",48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,0,0,0,5,0,4,0,9,38
"31","25-12-2012","BROOKLYN",0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,25,"25-12-2012",37.5,32.5,1016.2,6.8,4.8,15,25.1,46.4,30.2,0.01,999.9,0,0,0,0,30,0,2,0,32,89
"32","25-12-2012","QUEENS",0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,25,"25-12-2012",37.5,32.5,1016.2,6.8,4.8,15,25.1,46.4,30.2,0.01,999.9,0,0,0,0,26,0,4,0,30,90
"33","25-12-2012","MANHATTAN",0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,25,"25-12-2012",37.5,32.5,1016.2,6.8,4.8,15,25.1,46.4,30.2,0.01,999.9,0,0,0,0,13,0,6,0,19,65
"34","25-12-2012","STATEN ISLAND",0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,25,"25-12-2012",37.5,32.5,1016.2,6.8,4.8,15,25.1,46.4,30.2,0.01,999.9,0,0,0,0,6,0,0,0,6,15
"35","25-12-2012","BRONX",0,1,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,25,"25-12-2012",37.5,32.5,1016.2,6.8,4.8,15,25.1,46.4,30.2,0.01,999.9,0,0,1,0,18,0,1,0,20,49
"36","16-09-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,16,"16-09-2012",65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,999.9,0,0,1,0,3,0,0,0,4,17
"37","16-09-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,16,"16-09-2012",65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,999.9,0,0,1,1,31,0,5,0,37,116
"38","16-09-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,16,"16-09-2012",65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,999.9,0,0,2,0,9,0,0,0,11,45
"39","16-09-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,16,"16-09-2012",65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,999.9,0,0,2,0,22,0,9,0,33,103
"40","16-09-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,16,"16-09-2012",65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,999.9,0,0,0,0,22,0,2,0,24,98
"41","06-11-2012","MANHATTAN",0,1,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,6,"06-11-2012",36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,0,3,0,8,1,5,1,16,104
"42","06-11-2012","BRONX",0,1,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,6,"06-11-2012",36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,0,0,0,10,0,4,0,14,43
"43","06-11-2012","STATEN ISLAND",0,1,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,6,"06-11-2012",36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,0,0,0,7,0,3,0,10,30
"44","06-11-2012","QUEENS",0,1,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,6,"06-11-2012",36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,0,2,0,16,0,8,0,26,110
"45","06-11-2012","BROOKLYN",0,1,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,6,"06-11-2012",36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,0,7,0,17,0,10,0,34,133
"46","07-10-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,7,"07-10-2012",52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,0,0,0,42,0,14,0,56,113
"47","07-10-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,7,"07-10-2012",52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,0,0,0,9,0,0,0,9,26
"48","07-10-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,7,"07-10-2012",52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,0,5,0,35,0,11,0,51,123
"49","07-10-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,7,"07-10-2012",52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,0,0,0,11,0,5,0,16,51
"50","07-10-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,7,"07-10-2012",52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,0,1,0,19,0,12,0,32,100
"51","29-10-2012","MANHATTAN",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,29,"29-10-2012",56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,0,0,0,6,0,1,0,7,65
"52","29-10-2012","BROOKLYN",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,29,"29-10-2012",56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,0,0,0,31,0,2,0,33,84
"53","29-10-2012","QUEENS",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,29,"29-10-2012",56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,0,1,0,17,0,1,0,19,72
"54","29-10-2012","BRONX",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,29,"29-10-2012",56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,0,0,0,4,0,3,0,7,33
"55","29-10-2012","STATEN ISLAND",0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,29,"29-10-2012",56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,0,0,0,1,0,0,0,1,11
"56","04-07-2012","BROOKLYN",0,0,0,0,0,1,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,4,"04-07-2012",81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,0,4,0,36,0,5,0,45,104
"57","04-07-2012","MANHATTAN",0,0,0,0,0,1,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,4,"04-07-2012",81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,0,1,0,10,0,5,0,16,69
"58","04-07-2012","BRONX",0,0,0,0,0,1,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,4,"04-07-2012",81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,0,1,0,20,0,5,0,26,53
"59","04-07-2012","QUEENS",0,0,0,0,0,1,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,4,"04-07-2012",81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,0,3,0,26,0,4,0,33,108
"60","04-07-2012","STATEN ISLAND",0,0,0,0,0,1,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,4,"04-07-2012",81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,0,0,0,6,0,0,0,6,25
"61","10-11-2012","BROOKLYN",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,10,"10-11-2012",48,35,1025,7.9,2,14,20,54,41,0,999.9,0,0,3,0,23,0,6,0,32,118
"62","10-11-2012","MANHATTAN",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,10,"10-11-2012",48,35,1025,7.9,2,14,20,54,41,0,999.9,0,0,2,0,6,0,6,0,14,85
"63","10-11-2012","QUEENS",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,10,"10-11-2012",48,35,1025,7.9,2,14,20,54,41,0,999.9,0,0,2,0,30,0,8,0,40,115
"64","10-11-2012","STATEN ISLAND",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,10,"10-11-2012",48,35,1025,7.9,2,14,20,54,41,0,999.9,0,0,0,0,1,1,0,1,1,26
"65","10-11-2012","BRONX",1,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,10,"10-11-2012",48,35,1025,7.9,2,14,20,54,41,0,999.9,0,0,0,0,1,0,1,0,2,44
"66","02-12-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2,"02-12-2012",44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,0,1,0,24,0,7,0,32,112
"67","02-12-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2,"02-12-2012",44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,0,4,0,9,0,10,0,23,101
"68","02-12-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2,"02-12-2012",44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,0,3,0,19,0,6,0,28,115
"69","02-12-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2,"02-12-2012",44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,0,1,0,12,0,3,0,16,40
"70","02-12-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,2,"02-12-2012",44.3,41,1026.9,3.9,3,15,999.9,53.6,41,0.08,999.9,1,0,0,0,2,0,1,0,3,18
"71","22-08-2012","BROOKLYN",0,0,0,0,0,1,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,22,"22-08-2012",73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,0,6,1,26,0,7,0,39,119
"72","22-08-2012","QUEENS",0,0,0,0,0,1,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,22,"22-08-2012",73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,0,7,0,39,0,7,0,53,122
"73","22-08-2012","BRONX",0,0,0,0,0,1,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,22,"22-08-2012",73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,0,2,0,6,0,2,0,10,51
"74","22-08-2012","MANHATTAN",0,0,0,0,0,1,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,22,"22-08-2012",73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,0,4,0,7,0,9,0,20,110
"75","22-08-2012","STATEN ISLAND",0,0,0,0,0,1,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,22,"22-08-2012",73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,0,2,0,4,0,0,0,6,33
"76","08-07-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,8,"08-07-2012",80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,999.9,0,0,1,0,12,0,2,0,15,52
"77","08-07-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,8,"08-07-2012",80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,999.9,0,0,4,0,28,1,6,1,38,127
"78","08-07-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,8,"08-07-2012",80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,999.9,0,0,1,0,39,0,3,0,43,110
"79","08-07-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,8,"08-07-2012",80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,999.9,0,0,4,0,5,0,3,0,12,73
"80","08-07-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,8,"08-07-2012",80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,999.9,0,0,0,0,3,0,0,0,3,23
"81","15-07-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,15,"15-07-2012",79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,0,1,0,31,0,5,0,37,101
"82","15-07-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,15,"15-07-2012",79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,0,1,0,14,0,2,0,17,112
"83","15-07-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,15,"15-07-2012",79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,0,1,0,14,0,0,0,15,50
"84","15-07-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,15,"15-07-2012",79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,0,3,0,36,0,6,0,45,122
"85","15-07-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,15,"15-07-2012",79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,0,0,0,7,0,0,0,7,27
"86","30-09-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,30,"30-09-2012",60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,999.9,0,0,2,0,28,1,6,1,36,102
"87","30-09-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,30,"30-09-2012",60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,999.9,0,0,1,0,9,1,2,1,12,104
"88","30-09-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,30,"30-09-2012",60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,999.9,0,0,3,0,37,0,1,0,41,102
"89","30-09-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,30,"30-09-2012",60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,999.9,0,0,0,0,19,0,4,0,23,40
"90","30-09-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,1,30,"30-09-2012",60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,999.9,0,0,0,0,5,0,1,0,6,34
"91","24-12-2012","MANHATTAN",0,0,0,1,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,24,"24-12-2012",37,19.8,1016.1,10,3,12,22,42.1,28.9,0,999.9,0,0,2,0,8,0,6,0,16,77
"92","24-12-2012","BROOKLYN",0,0,0,1,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,24,"24-12-2012",37,19.8,1016.1,10,3,12,22,42.1,28.9,0,999.9,0,0,2,0,39,0,12,0,53,127
"93","24-12-2012","QUEENS",0,0,0,1,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,24,"24-12-2012",37,19.8,1016.1,10,3,12,22,42.1,28.9,0,999.9,0,0,1,1,20,0,8,0,29,128
"94","24-12-2012","STATEN ISLAND",0,0,0,1,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,24,"24-12-2012",37,19.8,1016.1,10,3,12,22,42.1,28.9,0,999.9,0,0,0,0,7,0,2,0,9,35
"95","24-12-2012","BRONX",0,0,0,1,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,24,"24-12-2012",37,19.8,1016.1,10,3,12,22,42.1,28.9,0,999.9,0,0,0,0,22,0,6,0,28,61
"96","29-07-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,29,"29-07-2012",71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,0,3,0,9,0,0,0,12,87
"97","29-07-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,29,"29-07-2012",71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,0,4,0,26,0,4,0,34,68
"98","29-07-2012","BRONX",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,29,"29-07-2012",71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,0,0,0,6,0,1,0,7,45
"99","29-07-2012","QUEENS",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,29,"29-07-2012",71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,0,2,0,15,0,5,0,22,92
"100","29-07-2012","STATEN ISLAND",0,0,1,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,29,"29-07-2012",71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,0,0,0,12,0,1,0,13,29
"101","22-11-2012","QUEENS",0,0,0,0,0,0,1,2012,0,0,0,0,0,0,0,0,0,1,0,0,22,"22-11-2012",47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,0,2,1,20,0,5,0,27,103
"102","22-11-2012","STATEN ISLAND",0,0,0,0,0,0,1,2012,0,0,0,0,0,0,0,0,0,1,0,0,22,"22-11-2012",47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,0,0,0,9,0,2,0,11,28
"103","22-11-2012","BRONX",0,0,0,0,0,0,1,2012,0,0,0,0,0,0,0,0,0,1,0,0,22,"22-11-2012",47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,0,0,0,14,0,4,0,18,48
"104","22-11-2012","MANHATTAN",0,0,0,0,0,0,1,2012,0,0,0,0,0,0,0,0,0,1,0,0,22,"22-11-2012",47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,0,0,0,10,0,2,0,12,62
"105","22-11-2012","BROOKLYN",0,0,0,0,0,0,1,2012,0,0,0,0,0,0,0,0,0,1,0,0,22,"22-11-2012",47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,0,2,0,18,0,2,0,22,88
"106","19-08-2012","QUEENS",0,0,1,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,19,"19-08-2012",68.7,55,1014.2,10,1.3,12,999.9,75,62.1,0.23,999.9,0,0,2,0,28,0,9,0,39,110
"107","19-08-2012","BROOKLYN",0,0,1,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,19,"19-08-2012",68.7,55,1014.2,10,1.3,12,999.9,75,62.1,0.23,999.9,0,0,6,0,31,0,4,0,41,113
"108","19-08-2012","MANHATTAN",0,0,1,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,19,"19-08-2012",68.7,55,1014.2,10,1.3,12,999.9,75,62.1,0.23,999.9,0,0,1,0,17,0,11,0,29,98
