day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,CYCLISTS_KILLED,CYCLISTS_INJURED,MOTORISTS_KILLED,MOTORISTS_INJURED,PEDS_KILLED,PEDS_INJURED,PERSONS_KILLED,PERSONS_INJURED,NUM_COLLISIONS
5,2020,01,24,2020-01-24,37.3,33.7,1028.5,6.5,3.3,8,999.9,46.0,19.9,0.0,999.9,1,0,14,0,129,0,24,0,167,524
5,2021,01,22,2021-01-22,36.5,28.4,1003.1,10.0,7.8,12,20.0,44.1,19.9,0.0,999.9,0,0,8,1,74,0,10,1,92,253
2,2021,01,12,2021-01-12,37.0,29.1,1019.0,10.0,6.5,12,999.9,44.1,21.0,0.0,999.9,0,0,13,0,65,0,18,0,96,273
3,2021,01,27,2021-01-27,34.6,33.8,1012.8,8.0,7.8,12,999.9,41.0,28.9,0.25,999.9,1,0,9,0,71,0,14,0,94,260
2,2021,01,26,2021-01-26,31.9,23.4,1016.9,9.0,7.4,12,999.9,37.9,21.0,0.0,999.9,1,0,7,0,91,0,30,0,128,262
1,2020,01,13,2020-01-13,42.5,37.0,1029.6,9.5,9.2,13,999.9,57.0,39.9,0.01,999.9,0,0,12,0,97,0,30,0,139,476
5,2021,01,08,2021-01-08,33.3,24.9,1013.3,10.0,7.2,13,999.9,41.0,26.1,0.0,999.9,0,0,7,0,84,0,22,0,113,268
2,2020,01,07,2020-01-07,39.0,26.6,1016.6,10.0,8,13,999.9,43.0,24.1,0.0,999.9,0,0,9,0,98,2,34,2,141,408
5,2021,01,01,2021-01-01,39.6,29.3,1029.3,10.0,7.6,14,20.0,54.0,33.1,0.13,999.9,0,0,7,2,77,0,21,2,105,256
3,2020,01,15,2020-01-15,43.9,38.3,1019.4,8.2,5.4,14,15.0,51.1,35.1,0.02,999.9,1,0,14,0,100,1,40,1,154,508
7,2021,01,31,2021-01-31,22.2,13.6,1025.2,10.0,7.6,14,999.9,28.9,15.1,0.0,999.9,0,0,4,0,92,0,12,0,108,296
4,2020,01,30,2020-01-30,31.6,19.4,1023.4,10.0,9.4,15,999.9,37.0,21.9,0.0,999.9,0,1,8,0,104,0,34,1,146,525
1,2020,01,06,2020-01-06,33.5,24.0,1013.2,9.9,5.3,15,999.9,43.0,24.1,0.01,999.9,1,0,5,0,110,0,40,0,155,459
5,2020,01,03,2020-01-03,45.8,42.9,1010.3,7.0,10.3,15,999.9,46.9,33.1,0.0,999.9,1,0,6,0,96,1,37,1,139,456
7,2021,01,03,2021-01-03,41.1,32.3,1018.0,10.0,10.3,19,27.0,53.1,39.0,0.0,999.9,0,0,4,0,67,0,27,0,98,183
1,2021,01,25,2021-01-25,26.6,12.3,1015.4,10.0,11.4,19,28.0,34.0,19.9,0.0,999.9,0,0,9,0,57,0,18,0,84,259
7,2020,01,26,2020-01-26,44.3,40.7,1006.4,6.5,13,19,28.0,51.1,36.0,0.44,999.9,1,0,4,0,111,0,17,0,132,397
4,2020,01,02,2020-01-02,39.6,28.9,1011.8,10.0,13,19,26.0,46.0,33.1,0.01,999.9,0,0,5,0,97,0,30,0,132,413
6,2021,01,23,2021-01-23,32.2,19.0,1009.4,10.0,13.2,19,26.0,44.1,24.1,0.0,999.9,0,0,8,0,90,0,17,0,115,250
2,2021,01,05,2021-01-05,38.7,36.1,1009.7,8.6,16,19,26.0,44.1,37.0,0.14,999.9,1,0,10,0,65,0,16,0,91,225
6,2020,01,25,2020-01-25,43.1,39.6,1023.5,9.0,12.3,20,28.9,48.9,28.0,0.0,999.9,1,0,3,4,95,1,26,5,124,383
3,2020,01,01,2020-01-01,40.3,29.9,1003.0,10.0,11.4,20,26.0,52.0,36.0,0.01,999.9,1,0,5,0,86,1,24,1,115,346
1,2020,01,20,2020-01-20,28.1,16.1,1015.1,10.0,15.7,20,27.0,46.9,21.9,0.04,999.9,0,0,4,0,71,0,13,0,88,390
6,2020,01,11,2020-01-11,49.4,46.1,1028.6,6.7,13.8,21,27.0,53.1,46.9,0.0,999.9,1,0,12,0,144,1,21,1,177,439
4,2021,01,28,2021-01-28,35.3,34.5,1012.8,9.6,11.1,21,32.1,41.0,32.0,0.02,999.9,0,0,9,0,61,0,20,0,89,263
1,2021,01,04,2021-01-04,41.2,37.8,1011.2,9.1,15.7,21,28.9,44.1,39.0,0.4,999.9,1,0,13,0,68,1,20,1,101,240
7,2020,01,19,2020-01-19,41.2,35.8,1004.9,7.5,14.4,22,27.0,46.9,19.0,0.21,999.9,1,0,6,0,77,0,10,0,93,360
3,2021,01,06,2021-01-06,37.4,31.2,1009.5,9.9,17.3,22,28.0,39.9,35.1,0.01,999.9,1,1,6,0,70,0,10,1,86,216
1,2021,01,18,2021-01-18,42.6,31.0,1004.7,10.0,15.6,22,26.0,45.0,37.9,0.0,999.9,0,0,8,0,67,0,17,0,92,225
4,2020,01,09,2020-01-09,29.5,10.8,1030.7,10.0,15.3,22,35.0,42.1,24.1,0.34,999.9,0,0,10,0,110,0,38,0,158,521
7,2020,01,12,2020-01-12,52.0,49.4,1017.2,2.9,19,26,36.9,55.9,44.6,0.0,999.9,1,0,8,0,120,0,22,0,150,391
5,2021,01,29,2021-01-29,18.1,8.9,1010.8,8.5,21.7,27,38.1,37.0,10.9,0.01,999.9,1,0,11,0,82,3,19,3,112,290
6,2021,01,30,2021-01-30,19.2,11.2,1020.3,9.5,15.3,27,40.0,23.0,10.9,0.0,999.9,1,0,4,1,63,0,11,1,78,283
7,2020,01,05,2020-01-05,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36.0,0.38,999.9,1,0,8,0,61,0,19,0,88,291
5,2020,01,31,2020-01-31,29.8,22.3,1027.4,10.0,3.3,8.9,999.9,39.9,19.0,0.0,999.9,0,0,8,0,113,0,24,0,145,518
4,2016,01,28,2016-01-28,35.0,24.4,1016.1,10.0,4.3,8.9,999.9,46.0,23.0,0.09,999.9,0,0,5,0,89,1,30,1,124,681
3,2020,01,22,2020-01-22,27.1,14.3,1029.8,10.0,4.2,8.9,999.9,34.0,17.1,0.0,999.9,0,0,5,0,83,0,32,0,120,489
1,2021,01,11,2021-01-11,32.6,27.9,1024.6,10.0,4.5,8.9,999.9,44.1,21.0,0.0,999.9,0,0,10,0,59,0,14,0,83,235
2,2020,01,14,2020-01-14,41.5,37.7,1026.2,8.8,5.3,8.9,999.9,44.1,37.9,0.0,999.9,0,0,9,0,80,2,57,2,146,497
1,2016,01,25,2016-01-25,33.5,21.2,1021.4,10.0,6.5,8.9,999.9,37.9,30.0,0.02,999.9,0,0,0,0,52,0,22,0,74,658
5,2014,01,17,2014-01-17,38.6,35.8,1014.8,6.7,3.7,8.9,999.9,44.1,32.0,0.0,999.9,1,0,7,1,91,0,41,1,139,589
7,2013,01,13,2013-01-13,45.4,44.9,1020.7,4.3,5.8,9.9,999.9,46.9,44.1,0.01,999.9,1,0,5,0,103,0,18,0,126,373
5,2016,01,29,2016-01-29,41.3,36.8,999.4,10.0,5.9,9.9,999.9,45.0,23.0,0.0,999.9,0,0,4,0,74,0,34,0,112,645
3,2021,01,13,2021-01-13,35.8,25.2,1016.4,10.0,5.8,9.9,999.9,42.1,27.0,0.0,999.9,0,0,11,0,58,1,15,1,84,241
5,2017,01,20,2017-01-20,39.9,32.5,1015.5,10.0,4.3,9.9,999.9,45.0,37.0,0.0,999.9,0,0,6,0,84,0,40,0,130,605
2,2013,01,29,2013-01-29,35.4,34.9,1019.0,2.6,4.9,9.9,999.9,37.4,33.1,0.08,999.9,1,0,10,0,85,4,49,4,144,542
6,2020,01,04,2020-01-04,45.4,43.9,1005.6,3.6,5.7,9.9,999.9,48.9,44.1,0.08,999.9,1,0,3,1,102,0,21,1,126,353
4,2021,01,14,2021-01-14,41.3,35.5,1011.5,8.8,5.7,11.1,999.9,46.0,30.9,0.0,999.9,0,0,10,0,79,1,18,1,107,251
5,2013,01,11,2013-01-11,38.0,31.4,1030.6,10.0,5.4,11.1,999.9,44.1,32.0,0.0,999.9,0,0,5,0,130,1,77,1,212,660
5,2014,01,10,2014-01-10,28.8,22.6,1034.1,9.7,5.8,11.1,999.9,39.2,12.9,0.0,999.9,0,0,5,1,127,2,59,3,191,667
5,2021,01,15,2021-01-15,41.3,35.3,1015.4,8.7,6.6,11.1,999.9,46.0,34.0,0.0,999.9,0,0,6,0,75,0,24,0,105,271
3,2013,01,09,2013-01-09,39.9,37.6,1026.2,6.8,5.3,11.1,999.9,46.0,28.0,0.0,999.9,1,0,11,0,69,0,40,0,120,487
4,2014,01,16,2014-01-16,40.8,39.3,1010.6,4.6,5.9,11.1,999.9,46.0,32.0,0.0,999.9,0,0,7,0,89,0,45,0,141,521
4,2020,01,23,2020-01-23,32.3,26.5,1029.2,9.7,4.7,11.1,999.9,45.0,17.1,0.0,999.9,0,0,10,1,94,0,30,1,134,451
1,2018,01,22,2018-01-22,36.4,35.9,1023.6,7.6,4.0,11.1,999.9,48.9,27.0,0.0,999.9,0,0,7,0,122,0,34,0,164,559
4,2015,01,22,2015-01-22,35.5,30.5,1021.0,8.4,8.4,12.0,999.9,39.0,25.0,0.13,999.9,0,0,10,0,62,0,26,0,98,508
7,2018,01,21,2018-01-21,39.7,31.7,1018.2,10.0,7.2,12.0,999.9,48.9,28.0,0.0,999.9,0,0,4,0,93,1,29,1,126,418
1,2017,01,02,2017-01-02,37.4,28.7,1032.0,10.0,7.1,12.0,999.9,50.0,26.1,0.03,999.9,0,0,7,0,65,0,38,0,111,449
7,2016,01,17,2016-01-17,40.2,32.3,1007.3,9.2,7.7,12.0,18.1,51.1,36.0,0.77,999.9,0,0,4,0,75,0,36,0,115,451
4,2014,01,09,2014-01-09,23.5,8.3,1034.2,10.0,7.9,12.0,20.0,28.9,12.0,0.0,999.9,0,0,2,0,54,0,44,0,100,561
4,2018,01,11,2018-01-11,38.5,38.0,1030.1,10.0,8.6,12.0,999.9,45.0,21.9,0.0,999.9,0,0,9,0,127,0,48,0,184,696
1,2014,01,13,2014-01-13,38.6,31.2,1018.7,9.2,7.7,12.0,999.9,46.9,28.9,0.01,999.9,0,0,8,0,126,0,30,0,164,568
3,2018,01,03,2018-01-03,25.6,18.3,1025.1,10.0,6.7,12.0,999.9,35.1,10.9,0.0,999.9,0,0,7,0,117,0,32,0,154,645
5,2019,01,18,2019-01-18,33.2,28.1,1023.0,8.3,6.8,13.0,999.9,39.9,23.0,0.0,999.9,0,0,8,0,109,0,35,0,152,596
4,2016,01,07,2016-01-07,40.5,29.9,1026.9,10.0,6.8,13.0,999.9,46.9,24.1,0.0,999.9,0,0,8,0,89,1,24,1,121,542
6,2019,01,19,2019-01-19,34.5,29.7,1022.0,9.8,6.9,13.0,21.0,39.9,30.9,0.07,999.9,0,0,6,2,94,0,40,2,140,479
7,2019,01,13,2019-01-13,26.0,12.8,1030.5,10.0,8.0,13.0,15.9,30.9,18.0,0.0,999.9,0,0,7,0,62,0,15,0,84,374
3,2015,01,14,2015-01-14,32.1,24.0,1031.2,8.0,9.6,13.0,22.9,37.0,26.1,0.15,999.9,0,0,3,1,85,0,27,1,115,506
7,2015,01,11,2015-01-11,27.1,12.1,1035.5,10.0,8.8,13.0,17.1,37.0,19.9,0.0,999.9,0,0,1,0,47,0,18,0,66,341
2,2019,01,15,2019-01-15,29.4,18.7,1017.5,10.0,7.4,13.0,999.9,35.1,21.9,0.0,999.9,0,0,8,0,99,1,32,1,139,618
6,2013,01,12,2013-01-12,42.7,41.5,1022.6,7.1,7.9,13.0,20.0,46.4,39.2,0.17,999.9,0,0,6,0,106,1,32,1,144,475
4,2015,01,29,2015-01-29,29.2,20.9,1022.9,10.0,8.5,13.0,20.0,36.0,19.0,0.0,999.9,0,0,1,0,67,1,22,1,90,519
3,2019,01,23,2019-01-23,31.6,23.8,1029.6,9.4,8.3,13.0,999.9,42.1,8.1,0.0,999.9,0,0,5,0,88,0,25,0,118,553
3,2015,01,21,2015-01-21,32.3,17.7,1018.1,10.0,7.9,13.0,999.9,39.0,25.0,0.0,999.9,0,0,5,0,49,0,26,0,80,495
5,2016,01,15,2016-01-15,36.5,25.6,1014.8,10.0,7.2,13.0,999.9,45.0,24.1,0.0,999.9,0,0,8,1,103,0,36,1,147,722
5,2017,01,06,2017-01-06,31.7,25.8,1015.2,6.1,8.9,13.0,999.9,41.0,28.9,0.03,999.9,1,0,9,0,130,0,35,0,174,600
1,2015,01,12,2015-01-12,40.9,35.6,1028.3,7.7,6.3,14.0,29.9,52.0,21.0,0.0,999.9,1,0,5,0,102,0,50,0,157,580
3,2014,01,29,2014-01-29,20.3,10.4,1021.2,6.3,8.1,14.0,999.9,27.0,17.1,0.02,999.9,0,0,5,0,112,0,50,0,167,649
2,2016,01,12,2016-01-12,33.0,19.1,1015.4,10.0,7.9,14.0,999.9,50.0,19.9,0.0,999.9,0,0,9,0,73,1,34,1,116,637
4,2017,01,19,2017-01-19,40.7,36.9,1014.4,7.4,7.6,14.0,22.0,45.0,37.0,0.1,999.9,0,0,5,0,115,1,23,1,138,610
3,2018,01,10,2018-01-10,31.4,24.2,1029.7,10.0,6.6,14.0,999.9,42.1,21.9,0.0,999.9,0,0,4,0,120,2,50,2,174,687
4,2013,01,17,2013-01-17,39.4,34.6,1014.2,8.6,8.6,14.0,20.0,41.0,37.0,0.47,999.9,1,0,12,0,80,1,42,1,134,491
1,2013,01,28,2013-01-28,27.3,10.8,1028.9,8.8,7.4,14.0,20.0,32.0,21.9,0.0,999.9,0,0,6,0,80,0,45,0,131,507
2,2017,01,17,2017-01-17,40.0,30.9,1023.1,9.6,8.4,14.0,21.0,44.1,37.0,0.0,999.9,0,0,4,0,124,0,71,0,199,657
3,2019,01,02,2019-01-02,35.0,23.4,1022.9,10.0,10.3,14.0,24.1,55.0,28.0,0.61,999.9,0,0,7,0,93,1,30,1,130,502
2,2019,01,29,2019-01-29,33.8,23.7,1016.7,10.0,9.6,14.0,999.9,42.1,30.0,0.0,999.9,0,0,8,0,95,1,91,1,194,681
3,2018,01,17,2018-01-17,36.0,35.2,1024.3,5.5,7.7,14.0,999.9,41.0,28.0,0.17,999.9,1,0,4,0,97,0,36,0,137,611
3,2016,01,27,2016-01-27,43.0,36.7,1014.0,7.5,9.4,15.0,999.9,48.0,36.0,0.0,999.9,0,0,9,0,60,0,36,0,105,670
7,2017,01,29,2017-01-29,38.0,26.4,1005.7,9.9,10.2,15.0,22.0,43.0,34.0,0.0,999.9,0,0,6,0,103,0,15,0,124,428
7,2017,01,22,2017-01-22,43.2,40.4,1008.1,4.5,8.4,15.0,21.0,53.1,39.0,0.0,999.9,1,0,4,0,100,0,19,0,123,411
5,2018,01,19,2018-01-19,28.9,21.4,1014.3,10.0,10.5,15.0,21.0,34.0,24.1,0.0,999.9,0,0,7,0,76,1,24,1,107,599
6,2016,01,30,2016-01-30,37.8,27.3,1011.0,10.0,11.6,15.0,22.9,45.0,34.0,0.0,999.9,0,0,3,0,69,1,29,1,101,596
2,2013,01,15,2013-01-15,42.3,38.3,1023.1,9.5,8.0,15.0,999.9,48.9,39.0,0.24,999.9,0,0,4,0,71,0,34,0,109,516
2,2014,01,14,2014-01-14,45.5,43.2,1012.5,5.2,11.8,15.0,22.0,48.0,28.9,0.0,999.9,1,0,7,0,109,0,70,0,186,559
1,2017,01,16,2017-01-16,31.6,20.7,1029.0,10.0,6.2,15.0,18.1,43.0,21.0,0.0,999.9,0,0,3,0,102,0,20,0,125,477
5,2014,01,31,2014-01-31,33.7,26.7,1020.9,9.9,9.1,15.0,19.0,37.4,28.9,0.0,999.9,0,0,4,2,72,0,30,2,106,560
7,2013,01,06,2013-01-06,35.7,31.3,1019.7,9.8,5.9,15.0,20.0,44.1,23.0,0.01,999.9,0,0,7,1,77,0,25,1,109,393
4,2018,01,18,2018-01-18,32.4,29.5,1013.5,8.4,10.2,15.0,19.0,41.0,28.9,0.04,999.9,0,0,7,0,106,1,42,1,154,634
1,2017,01,30,2017-01-30,34.0,23.1,1006.1,9.7,6.5,15.0,22.0,43.0,24.1,0.0,999.9,0,0,4,0,108,1,31,1,143,545
5,2015,01,30,2015-01-30,35.1,31.1,1012.2,8.4,8.1,15.0,999.9,41.0,23.0,0.0,999.9,0,0,5,0,71,0,25,0,101,622
2,2021,01,19,2021-01-19,35.8,23.9,1013.2,10.0,11.3,15.9,22.9,45.0,28.9,0.0,999.9,0,0,7,0,67,0,27,0,101,261
4,2014,01,30,2014-01-30,22.0,5.8,1027.2,10.0,8.1,15.9,24.1,27.0,12.9,0.01,999.9,0,0,4,0,102,0,51,0,157,657
6,2016,01,09,2016-01-09,45.9,38.6,1022.7,10.0,9.3,15.9,21.0,50.0,30.9,0.0,999.9,0,0,12,0,101,0,27,0,140,554
3,2013,01,02,2013-01-02,27.5,12.1,1013.4,10.0,12.4,15.9,25.1,33.1,21.9,0.0,999.9,0,0,3,1,98,0,22,1,123,480
6,2013,01,26,2013-01-26,24.4,16.6,1016.4,8.6,10.5,15.9,19.0,28.0,21.9,0.0,999.9,0,0,7,0,109,1,40,1,156,558
2,2020,01,21,2020-01-21,27.8,15.2,1026.8,10.0,11.5,15.9,999.9,34.0,21.9,0.0,999.9,0,0,8,0,129,0,26,0,163,556
5,2014,01,24,2014-01-24,14.8,-0.5,1022.4,10.0,11.8,15.9,22.9,23.0,9.0,0.0,999.9,0,0,4,0,103,0,60,0,167,705
3,2014,01,15,2014-01-15,41.1,38.4,1013.3,6.5,6.0,15.9,24.1,48.9,32.0,0.62,999.9,0,0,8,0,78,0,32,0,118,583
1,2013,01,14,2013-01-14,47.2,47.1,1017.5,1.3,8.2,15.9,21.0,51.8,44.6,0.0,999.9,1,0,9,0,80,0,35,0,124,542
5,2015,01,23,2015-01-23,31.6,20.4,1022.8,10.0,10.4,15.9,999.9,39.0,27.0,0.09,999.9,0,0,3,0,81,2,33,2,117,598
6,2019,01,26,2019-01-26,30.5,15.4,1022.6,10.0,7.9,15.9,21.0,37.9,21.0,0.0,999.9,0,1,10,0,90,1,24,2,124,533
7,2019,01,27,2019-01-27,35.1,28.2,1021.8,9.9,7.8,17.1,999.9,44.1,21.0,0.0,999.9,0,0,7,2,102,0,19,2,128,445
4,2021,01,21,2021-01-21,30.9,20.6,1010.2,10.0,10.4,17.1,22.9,41.0,19.9,0.0,999.9,0,0,10,0,84,0,11,0,105,249
7,2018,01,14,2018-01-14,27.0,21.7,1028.8,10.0,14.5,17.1,25.1,30.9,24.8,0.01,999.9,0,0,4,0,98,0,24,0,126,494
3,2020,01,29,2020-01-29,35.3,22.5,1013.1,10.0,12.9,17.1,22.9,43.0,30.0,0.0,999.9,0,0,6,0,88,0,44,0,138,494
6,2015,01,03,2015-01-03,34.5,19.8,1033.9,9.5,11.1,17.1,26.0,45.0,30.0,0.0,999.9,0,0,1,0,84,1,52,1,137,456
3,2021,01,20,2021-01-20,34.7,25.5,1013.0,9.5,9.2,17.1,21.0,41.0,28.9,0.01,999.9,1,0,6,0,71,1,18,1,95,253
1,2013,01,07,2013-01-07,35.9,31.0,1020.5,8.8,8.5,17.1,22.0,42.1,28.0,0.01,999.9,0,0,4,0,104,1,38,1,146,521
7,2016,01,31,2016-01-31,45.0,39.0,1014.8,8.6,12.5,17.1,24.1,50.0,34.0,0.0,999.9,0,0,2,0,71,0,26,0,99,532
3,2014,01,08,2014-01-08,18.2,5.0,1028.1,10.0,12.0,17.1,26.0,34.0,12.0,0.0,999.9,0,0,4,0,108,0,43,0,155,616
2,2020,01,28,2020-01-28,39.4,28.8,1005.1,10.0,9.8,17.1,21.0,45.0,36.0,0.0,999.9,0,0,8,0,82,0,18,0,108,404
4,2018,01,25,2018-01-25,28.0,12.4,1021.1,10.0,13.2,17.1,24.1,44.1,23.0,0.0,999.9,0,0,10,1,119,0,38,1,167,602
4,2019,01,17,2019-01-17,29.4,15.0,1024.6,10.0,11.2,17.1,25.1,43.0,19.0,0.0,999.9,0,0,10,0,96,0,38,0,144,586
2,2014,01,28,2014-01-28,22.2,-1.3,1020.6,10.0,10.7,17.1,25.1,45.0,17.1,0.0,999.9,0,0,2,0,86,0,37,0,125,504
6,2017,01,21,2017-01-21,42.3,37.5,1011.3,6.7,7.5,17.1,20.0,46.0,37.0,0.0,999.9,1,0,14,0,91,0,25,0,128,475
6,2015,01,10,2015-01-10,26.9,10.0,1025.0,10.0,10.2,17.1,22.0,30.0,21.9,0.0,999.9,0,0,3,0,83,0,26,0,112,481
5,2016,01,01,2016-01-01,41.2,28.0,1015.1,9.8,10.2,17.1,24.1,44.1,37.4,0.43,999.9,0,0,3,0,107,0,13,0,123,393
3,2016,01,06,2016-01-06,33.5,19.3,1033.1,10.0,8.3,17.1,999.9,45.0,21.0,0.0,999.9,0,0,3,0,91,0,30,0,124,625
1,2014,01,27,2014-01-27,38.8,32.3,1008.0,8.8,12.3,17.1,22.9,45.0,21.0,0.0,999.9,0,0,5,0,71,0,28,0,104,511
5,2020,01,10,2020-01-10,39.7,32.2,1036.6,9.3,11.3,17.1,24.1,50.0,21.0,0.0,999.9,0,0,15,0,119,1,23,1,157,521
2,2016,01,26,2016-01-26,42.2,36.4,1021.5,9.1,11.1,17.1,999.9,48.2,28.9,0.0,999.9,0,0,3,0,76,0,23,0,102,734
4,2015,01,15,2015-01-15,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28.0,0.03,999.9,0,0,6,0,80,0,37,0,123,548
4,2021,01,07,2021-01-07,36.5,26.1,1012.8,10.0,11.9,17.1,22.0,41.0,33.1,0.0,999.9,0,1,15,2,91,0,19,3,125,280
2,2013,01,08,2013-01-08,39.8,34.1,1028.8,9.8,10.4,17.1,25.1,48.0,25.0,0.0,999.9,0,0,7,0,82,0,30,0,119,513
6,2020,01,18,2020-01-18,23.5,14.3,1032.4,9.6,8.4,17.1,29.9,33.1,19.0,0.0,999.9,1,0,5,0,164,0,20,0,189,774
7,2017,01,01,2017-01-01,44.4,33.6,1017.4,9.0,13.4,18.1,27.0,48.0,39.0,0.03,999.9,0,0,7,1,137,3,24,4,168,485
7,2014,01,05,2014-01-05,37.8,33.5,1026.0,9.0,8.6,18.1,25.1,42.1,27.0,0.0,999.9,0,0,3,0,46,1,14,1,63,320
6,2021,01,09,2021-01-09,32.9,26.8,1008.0,9.7,11.8,18.1,26.0,37.0,24.1,0.0,999.9,1,0,16,0,88,0,10,0,114,243
1,2017,01,09,2017-01-09,18.3,5.7,1035.5,10.0,11.0,18.1,22.9,28.0,15.1,0.0,999.9,0,1,6,0,138,2,18,3,162,669
5,2019,01,04,2019-01-04,39.0,30.2,1014.4,9.8,9.9,18.1,26.0,46.9,30.9,0.01,999.9,0,1,12,0,128,0,37,1,177,598
4,2013,01,03,2013-01-03,21.8,7.8,1018.1,10.0,9.8,18.1,24.1,28.9,16.0,0.0,999.9,0,0,10,0,72,0,43,0,125,549
3,2018,01,31,2018-01-31,25.0,14.8,1019.2,10.0,13.1,18.1,25.1,37.0,19.9,0.18,999.9,0,0,6,0,108,0,33,0,147,596
5,2019,01,11,2019-01-11,28.6,13.4,1013.9,10.0,14.2,18.1,26.0,37.0,26.1,0.0,999.9,0,0,7,0,123,2,35,2,165,644
4,2017,01,26,2017-01-26,44.3,39.9,997.4,9.0,9.7,18.1,24.1,50.0,37.9,0.02,999.9,0,0,13,0,100,0,37,0,150,563
7,2021,01,10,2021-01-10,35.6,29.2,1016.4,9.3,13.8,18.1,22.9,39.0,27.0,0.0,999.9,1,0,6,0,67,0,11,0,84,176
1,2018,01,01,2018-01-01,9.5,-0.5,1022.2,10.0,15.0,18.1,25.1,21.0,5.0,0.0,999.9,0,0,4,0,109,0,12,0,125,454
6,2018,01,27,2018-01-27,36.8,30.7,1034.3,10.0,12.2,18.1,24.1,46.0,17.1,0.0,999.9,0,0,5,0,119,0,20,0,144,510
1,2020,01,27,2020-01-27,40.1,33.8,1004.3,10.0,10.5,18.1,24.1,51.1,36.0,0.01,999.9,0,0,7,0,75,0,18,0,100,452
6,2017,01,14,2017-01-14,29.8,13.4,1035.9,10.0,10.2,18.1,25.1,50.0,25.0,0.0,999.9,0,0,6,0,100,0,43,0,149,495
7,2018,01,28,2018-01-28,43.4,43.2,1025.3,4.4,9.5,18.1,999.9,46.0,28.9,0.01,999.9,1,0,6,0,78,0,14,0,103,412
3,2017,01,18,2017-01-18,41.6,38.5,1015.9,4.5,13.8,19.0,24.1,44.1,36.0,0.26,999.9,0,0,7,0,100,2,39,2,146,549
4,2019,01,10,2019-01-10,34.9,21.2,998.6,9.7,14.7,19.0,32.1,46.9,32.0,0.01,999.9,0,0,6,0,91,1,31,1,128,580
6,2014,01,18,2014-01-18,38.8,35.8,1009.2,8.7,7.9,19.0,28.0,44.1,28.0,0.0,999.9,0,0,3,0,102,2,25,2,130,448
7,2018,01,07,2018-01-07,9.3,-0.5,1028.3,10.0,12.7,19.0,27.0,19.9,1.9,0.0,999.9,0,0,2,0,97,0,23,0,122,476
3,2013,01,30,2013-01-30,45.1,44.0,1013.9,4.4,12.4,19.0,25.1,48.2,37.0,0.03,999.9,1,0,3,1,79,2,32,3,114,497
5,2018,01,12,2018-01-12,43.7,43.7,1021.7,5.6,13.4,19.0,27.0,48.0,30.9,0.0,999.9,1,0,11,0,101,0,59,0,172,704
2,2018,01,16,2018-01-16,32.3,28.9,1032.0,8.2,8.8,19.0,26.0,37.9,28.0,0.0,999.9,0,0,6,0,95,0,42,0,143,617
1,2019,01,28,2019-01-28,35.7,27.3,1016.0,9.8,11.3,19.0,26.0,44.1,28.9,0.0,999.9,0,0,4,0,96,0,35,0,135,565
3,2019,01,16,2019-01-16,31.3,23.1,1017.3,9.8,9.1,19.0,26.0,43.0,19.0,0.0,999.9,0,0,8,1,114,0,25,1,147,579
6,2019,01,12,2019-01-12,23.1,3.7,1029.0,10.0,12.9,19.0,28.0,32.0,18.0,0.0,999.9,0,0,4,0,127,0,24,0,155,520
4,2019,01,03,2019-01-03,39.4,32.9,1015.6,9.5,9.2,19.0,24.1,46.9,28.0,0.0,999.9,0,0,5,0,83,0,28,0,116,504
7,2017,01,15,2017-01-15,33.6,24.8,1025.3,9.0,10.8,19.0,22.9,36.0,25.0,0.01,999.9,0,0,4,0,111,0,23,0,138,490
2,2019,01,08,2019-01-08,36.3,30.8,1025.7,6.7,9.3,19.0,999.9,46.9,21.9,0.0,999.9,1,0,4,0,117,1,53,1,174,571
4,2017,01,12,2017-01-12,47.8,45.5,1021.7,5.4,12.6,19.0,24.1,53.1,42.1,0.42,999.9,0,0,11,0,121,0,40,0,172,646
6,2016,01,02,2016-01-02,37.7,22.9,1014.3,10.0,12.5,19.0,25.1,44.1,34.0,0.03,999.9,0,0,5,0,99,0,16,0,120,422
5,2015,01,02,2015-01-02,40.4,21.5,1018.3,10.0,13.1,19.0,31.1,45.0,28.0,0.0,999.9,0,0,4,0,69,0,20,0,93,442
4,2014,01,23,2014-01-23,16.5,5.1,1014.4,9.7,11.1,19.0,24.1,28.9,9.0,0.0,999.9,0,0,2,0,74,0,37,0,113,612
2,2017,01,31,2017-01-31,28.1,14.6,1013.1,8.2,9.8,19.0,28.0,39.9,21.9,0.0,999.9,1,0,3,0,83,0,35,0,121,571
4,2016,01,21,2016-01-21,30.9,10.8,1015.8,10.0,14.5,20.0,27.0,37.0,25.0,0.0,999.9,0,0,8,0,98,1,39,1,145,666
2,2013,01,22,2013-01-22,26.3,18.1,1011.1,6.5,10.8,20.0,26.0,32.0,19.9,0.14,999.9,1,0,4,0,100,1,32,1,136,544
2,2015,01,20,2015-01-20,35.7,23.4,1009.5,10.0,13.1,20.0,26.0,44.1,33.1,0.03,999.9,0,0,8,0,52,0,32,0,92,500
