day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,CYCLISTS_KILLED,CYCLISTS_INJURED,MOTORISTS_KILLED,MOTORISTS_INJURED,PEDS_KILLED,PEDS_INJURED,PERSONS_KILLED,PERSONS_INJURED,NUM_COLLISIONS
2,2015,04,14,2015-04-14,49.8,46.3,1021.3,8.9,10.2,20.0,29.9,54.0,37.9,0.0,999.9,0,0,9,0,90,0,16,0,115,542
1,2014,04,28,2014-04-28,46.5,37.2,1016.1,10.0,13.7,20.0,24.1,52.0,41.0,0.01,999.9,0,0,9,1,107,0,31,1,147,597
1,2013,04,22,2013-04-22,43.0,29.8,1037.8,10.0,11.3,20.0,25.1,50.0,34.0,0.0,999.9,0,0,6,1,72,0,27,1,105,565
6,2017,04,22,2017-04-22,46.7,44.5,1012.1,5.7,13.2,20.0,27.0,48.9,44.1,0.19,999.9,0,0,9,0,105,1,24,1,138,551
7,2018,04,01,2018-04-01,44.2,40.5,1017.3,10.0,13.4,20.0,27.0,50.0,39.0,0.0,999.9,0,0,8,0,114,0,16,0,138,399
7,2015,04,19,2015-04-19,46.3,37.4,1022.0,9.9,11.0,20.0,27.0,64.0,39.9,0.0,999.9,0,0,15,0,112,0,12,0,139,471
2,2016,04,19,2016-04-19,46.9,40.0,1016.0,9.8,7.9,20.0,999.9,64.0,37.9,0.0,999.9,0,0,16,0,136,0,47,0,203,732
3,2017,04,05,2017-04-05,42.6,38.4,1010.8,7.8,14.1,20.0,27.0,46.9,39.0,0.38,999.9,1,1,12,0,110,1,28,2,150,587
2,2013,04,09,2013-04-09,49.4,43.4,1015.9,6.7,10.7,20.0,28.0,63.0,39.9,0.0,999.9,1,0,10,1,120,0,36,1,166,613
6,2013,04,06,2013-04-06,40.2,22.0,1018.3,10.0,12.5,20.0,28.9,45.0,35.1,0.33,999.9,0,0,8,1,124,0,22,1,154,531
1,2016,04,04,2016-04-04,36.5,22.1,1015.4,8.2,10.3,20.0,29.9,46.9,30.9,0.07,999.9,0,0,3,0,159,1,32,1,193,683
4,2016,04,21,2016-04-21,49.6,39.0,1020.5,10.0,13.4,20.0,27.0,59.0,39.0,0.0,999.9,0,0,13,0,145,0,29,0,189,694
1,2019,04,01,2019-04-01,41.8,26.6,1014.7,10.0,15.2,20.0,28.0,55.9,36.0,0.07,999.9,0,0,8,0,116,0,29,0,153,602
7,2019,04,21,2019-04-21,52.2,51.5,1018.4,2.3,11.6,21.0,28.0,61.0,48.9,0.51,999.9,1,0,13,0,106,0,18,0,137,398
2,2017,04,25,2017-04-25,49.7,46.6,1021.4,6.7,14.2,21.0,28.9,52.0,42.1,0.01,999.9,0,0,5,0,119,0,48,0,172,723
6,2018,04,07,2018-04-07,43.5,37.2,1008.6,8.7,10.7,21.0,29.9,50.0,28.9,0.1,999.9,0,0,10,0,109,0,17,0,136,487
4,2014,04,17,2014-04-17,37.5,23.8,1037.9,10.0,15.2,21.0,28.9,53.1,34.0,0.67,999.9,0,1,5,0,65,0,27,1,97,508
5,2015,04,24,2015-04-24,44.0,27.7,1006.0,10.0,14.6,21.0,28.0,51.1,37.9,0.0,999.9,0,0,11,0,113,0,26,0,150,676
3,2015,04,01,2015-04-01,37.9,24.8,1012.3,9.8,11.5,21.0,26.0,46.0,34.0,0.01,999.9,0,0,12,0,106,3,22,3,140,648
5,2015,04,10,2015-04-10,43.9,41.7,1015.2,3.6,9.4,21.0,27.0,53.1,37.0,0.01,999.9,1,0,10,0,91,0,27,0,128,486
6,2017,04,29,2017-04-29,54.2,51.6,1015.5,2.7,11.6,21.0,28.0,64.0,48.2,0.11,999.9,1,0,23,3,162,1,26,4,211,661
6,2018,04,14,2018-04-14,47.7,45.0,1017.1,7.0,13.7,21.0,28.9,52.0,42.1,0.08,999.9,0,0,17,0,169,0,27,0,213,624
7,2016,04,24,2016-04-24,49.1,31.2,1014.6,10.0,13.4,21.0,27.0,60.1,44.1,0.26,999.9,0,0,16,0,107,0,14,0,137,448
4,2018,04,26,2018-04-26,50.0,48.9,1005.4,3.2,12.7,21.0,27.0,55.0,48.0,0.81,999.9,1,0,11,0,144,0,37,0,193,729
7,2018,04,08,2018-04-08,37.9,28.3,1009.4,9.5,11.2,21.0,28.0,50.0,33.1,0.03,999.9,0,0,8,0,75,1,12,1,95,468
7,2016,04,10,2016-04-10,40.6,23.9,1019.2,10.0,15.7,22.0,28.9,48.0,35.1,0.0,999.9,0,0,13,0,143,0,19,0,176,499
3,2015,04,08,2015-04-08,41.2,34.2,1028.3,10.0,14.8,22.0,28.0,48.0,39.0,0.06,999.9,0,0,6,0,63,0,13,0,82,457
2,2014,04,15,2014-04-15,52.6,48.0,1013.3,6.6,16.0,22.0,32.1,57.9,48.9,0.0,999.9,0,0,5,0,79,0,33,0,117,452
4,2015,04,23,2015-04-23,46.9,37.6,1003.6,9.8,13.4,22.0,28.9,57.0,37.9,0.13,999.9,0,0,9,0,96,0,15,0,120,612
2,2017,04,18,2017-04-18,47.8,39.2,1024.7,10.0,12.1,22.0,29.9,53.1,41.0,0.0,999.9,0,0,19,1,88,0,18,1,125,516
2,2013,04,23,2013-04-23,44.6,40.0,1026.9,5.1,15.0,22.0,28.9,46.4,42.1,0.11,999.9,0,0,11,0,95,1,31,1,137,513
6,2017,04,08,2017-04-08,43.9,30.6,1002.9,9.8,16.5,22.0,28.9,51.1,39.0,0.0,999.9,0,0,11,1,129,0,16,1,156,627
6,2019,04,20,2019-04-20,54.5,52.8,1013.8,2.9,17.7,22.0,31.1,61.0,48.9,0.0,999.9,1,0,12,0,113,1,14,1,139,456
7,2018,04,15,2018-04-15,39.7,31.5,1027.4,9.0,17.5,22.0,33.0,55.0,37.0,0.0,999.9,0,0,8,0,111,0,34,0,153,510
4,2019,04,04,2019-04-04,44.5,26.0,1023.7,9.8,16.5,22.0,32.1,50.0,37.0,0.19,999.9,0,1,7,0,157,1,36,2,200,660
5,2018,04,27,2018-04-27,48.8,46.9,1011.9,7.8,9.2,22.0,999.9,55.9,39.9,0.03,999.9,1,0,7,1,107,1,17,2,131,690
5,2019,04,19,2019-04-19,53.7,50.7,1014.1,4.8,16.7,22.0,32.1,59.0,50.0,0.0,999.9,1,0,16,0,146,0,20,0,182,551
7,2017,04,16,2017-04-16,51.9,46.9,1014.7,5.3,15.7,22.0,28.0,57.0,37.0,0.0,999.9,1,0,8,1,110,0,16,1,134,481
2,2014,04,29,2014-04-29,44.2,36.0,1028.1,10.0,16.5,22.0,28.0,46.9,42.1,0.0,999.9,0,0,5,0,89,0,23,0,117,555
2,2018,04,17,2018-04-17,45.6,41.3,1001.3,8.4,16.1,22.0,28.9,53.1,39.0,0.43,999.9,0,0,9,0,118,0,20,0,147,600
4,2019,04,18,2019-04-18,43.7,38.7,1023.9,9.6,12.1,22.9,29.9,55.9,34.0,0.0,999.9,0,0,8,0,110,0,20,0,138,540
4,2018,04,05,2018-04-05,39.9,24.0,1010.7,10.0,17.0,22.9,33.0,57.0,34.0,0.17,999.9,0,0,6,0,95,0,19,0,120,531
5,2020,04,24,2020-04-24,46.3,42.8,1008.7,7.7,12.5,22.9,34.0,50.0,36.0,0.54,999.9,1,0,3,0,38,0,8,0,49,172
2,2013,04,02,2013-04-02,39.6,18.8,1011.4,9.9,17.2,22.9,33.0,51.1,32.0,0.02,999.9,0,0,5,0,55,0,24,0,84,437
6,2020,04,18,2020-04-18,41.0,37.0,1010.2,6.9,15.3,22.9,28.9,46.9,36.0,0.61,999.9,1,0,4,0,22,0,4,0,30,125
7,2016,04,17,2016-04-17,45.8,36.5,1027.9,10.0,15.4,22.9,29.9,52.0,42.1,0.0,999.9,0,0,12,1,156,0,31,1,197,568
5,2020,04,17,2020-04-17,42.2,20.9,1020.9,10.0,16.3,22.9,28.9,52.0,32.0,0.0,999.9,0,0,0,0,36,0,8,0,44,158
2,2014,04,08,2014-04-08,47.7,45.8,1003.5,1.9,14.7,22.9,29.9,52.0,44.1,0.7,999.9,1,0,12,1,85,0,33,1,130,606
1,2019,04,15,2019-04-15,52.0,51.1,997.1,2.1,15.1,22.9,32.1,68.0,45.0,0.03,999.9,1,0,13,0,122,0,22,0,157,657
5,2021,04,30,2021-04-30,55.9,50.0,993.1,6.9,16.6,22.9,31.1,62.1,48.9,0.24,999.9,1,0,14,0,109,0,15,0,144,331
6,2013,04,13,2013-04-13,44.4,39.7,1008.2,8.2,12.9,22.9,33.0,53.6,39.0,1.44,999.9,1,0,8,0,148,0,14,0,170,555
4,2017,04,06,2017-04-06,41.9,38.5,1013.6,7.9,12.9,24.1,29.9,51.8,39.0,0.0,999.9,1,0,3,0,104,0,43,0,150,713
2,2021,04,13,2021-04-13,45.5,39.2,1013.8,9.8,15.2,24.1,31.1,52.0,37.9,0.0,999.9,1,0,7,1,106,0,22,1,143,321
3,2016,04,20,2016-04-20,47.3,33.8,1020.5,10.0,11.7,24.1,28.0,55.0,37.9,0.01,999.9,0,1,10,1,159,1,43,3,212,697
7,2017,04,02,2017-04-02,39.7,33.0,1015.1,9.3,14.7,24.1,35.9,46.9,37.0,1.45,999.9,0,0,17,0,117,0,24,0,158,514
5,2019,04,26,2019-04-26,46.8,44.2,1011.9,7.0,13.9,24.1,31.1,55.0,39.9,0.0,999.9,1,0,4,0,110,0,29,0,143,500
2,2019,04,16,2019-04-16,47.1,32.1,1007.6,10.0,18.3,24.1,33.0,57.0,42.1,0.58,999.9,0,0,12,1,99,1,32,2,143,638
2,2020,04,21,2020-04-21,42.4,33.0,1004.5,9.4,11.8,24.1,49.0,52.0,28.9,0.0,999.9,1,0,5,0,27,0,11,0,43,121
4,2015,04,09,2015-04-09,39.4,35.5,1024.6,4.5,18.7,24.1,33.0,46.9,37.0,0.18,999.9,0,0,9,1,64,0,14,1,87,452
7,2020,04,19,2020-04-19,44.3,35.7,1010.1,10.0,14.9,24.1,28.9,52.0,37.0,0.05,999.9,0,0,6,2,29,0,2,2,37,102
3,2013,04,03,2013-04-03,42.6,15.7,1015.8,10.0,17.0,25.1,34.0,51.1,33.8,0.0,999.9,0,0,7,0,95,2,38,2,140,532
5,2021,04,23,2021-04-23,45.1,27.1,1010.6,10.0,19.5,25.1,36.9,53.1,36.0,0.0,999.9,0,0,18,1,76,0,22,1,122,356
3,2017,04,26,2017-04-26,53.1,51.8,1011.6,1.1,17.9,25.1,34.0,55.4,50.0,0.76,999.9,1,0,8,0,111,0,34,0,153,630
3,2020,04,01,2020-04-01,39.9,30.6,1009.5,10.0,15.5,25.1,34.0,44.1,34.0,0.0,999.9,1,0,10,0,23,0,6,0,39,154
3,2014,04,16,2014-04-16,42.9,32.6,1021.9,7.9,19.2,25.1,46.0,57.9,35.1,0.71,999.9,0,0,14,1,94,0,41,1,149,570
5,2017,04,07,2017-04-07,47.8,42.6,994.7,6.9,14.9,25.1,34.0,54.0,39.0,0.12,999.9,1,0,11,0,141,0,20,0,172,694
4,2020,04,02,2020-04-02,42.0,38.0,998.0,9.4,21.7,25.1,33.0,45.0,37.9,0.15,999.9,1,0,4,1,33,0,4,1,41,167
7,2021,04,25,2021-04-25,47.9,44.8,1008.7,7.1,12,25.1,34.0,61.0,44.1,0.07,999.9,1,0,9,0,138,1,21,1,172,273
5,2018,04,13,2018-04-13,47.7,45.3,1013.5,6.7,15.4,25.1,32.1,51.1,37.0,0.02,999.9,1,0,12,0,139,0,34,0,185,755
6,2013,04,20,2013-04-20,52.7,49.6,1012.4,3.6,15.2,25.1,39.0,57.2,46.9,0.62,999.9,1,0,7,0,108,0,35,0,150,532
3,2018,04,18,2018-04-18,41.9,34.1,1005.6,10.0,16.6,26.0,34.0,50.0,37.0,0.05,999.9,0,0,10,0,100,0,20,1,128,662
5,2016,04,15,2016-04-15,46.4,28.4,1027.7,10.0,17.6,26.0,35.0,53.1,39.9,0.0,999.9,0,1,17,0,94,0,44,1,158,733
3,2018,04,04,2018-04-04,47.3,46.9,1005.1,3.5,15.7,26.0,34.0,55.9,39.2,0.39,999.9,1,0,6,0,98,1,14,1,118,554
2,2015,04,28,2015-04-28,46.0,35.9,1004.1,9.8,15.7,26.0,33.0,57.0,41.0,0.02,999.9,0,0,13,2,94,0,16,2,123,613
1,2013,04,01,2013-04-01,47.0,42.9,1005.8,6.8,16.3,26.0,34.0,51.1,44.1,0.18,999.9,0,0,11,0,71,3,14,3,96,479
4,2014,04,24,2014-04-24,49.6,28.7,1002.9,10.0,19.1,26.0,34.0,57.0,44.1,0.12,999.9,0,0,14,0,98,0,26,0,138,586
6,2015,04,04,2015-04-04,47.3,39.1,1004.1,4.8,13.7,26.0,35.0,57.0,41.0,0.27,999.9,1,0,9,0,96,0,30,0,135,507
2,2014,04,01,2014-04-01,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,0,8,0,71,0,23,0,102,549
4,2016,04,14,2016-04-14,44.0,32.4,1026.1,10.0,15.8,26.0,33.0,52.0,35.1,0.0,999.9,0,0,12,0,109,1,35,3,156,674
3,2018,04,25,2018-04-25,49.2,48.2,1019.5,7.1,15.1,26.0,35.9,55.0,35.1,0.01,999.9,0,0,10,0,113,0,26,0,149,626
2,2015,04,21,2015-04-21,51.5,48.6,1004.0,3.6,14.3,26.0,35.0,55.9,39.9,0.32,999.9,1,0,17,0,87,1,38,1,142,645
5,2013,04,12,2013-04-12,43.6,35.7,1018.6,7.7,13.8,26.0,35.9,51.8,39.2,0.01,999.9,0,0,4,0,152,0,47,0,203,649
5,2018,04,06,2018-04-06,38.0,25.2,1019.0,9.4,12.2,27.0,36.9,46.9,28.9,0.0,999.9,0,0,8,0,156,0,25,0,189,515
6,2019,04,27,2019-04-27,52.9,46.5,998.5,6.6,19.3,28.0,36.9,57.0,44.1,1.04,999.9,1,1,11,0,156,1,25,2,192,526
3,2013,04,24,2013-04-24,47.5,43.6,1012.9,7.0,19.2,28.0,36.9,52.0,44.6,1.77,999.9,0,0,12,0,112,1,36,1,160,598
2,2016,04,05,2016-04-05,35.1,23.5,1019.3,9.8,19.5,28.0,34.0,45.0,30.9,0.0,999.9,0,0,8,0,127,1,35,1,171,672
2,2020,04,14,2020-04-14,50.5,42.1,1013.3,7.5,11.9,28.9,41.0,57.0,43.0,0.22,999.9,0,0,8,0,29,1,7,1,44,135
1,2015,04,20,2015-04-20,45.2,40.7,1019.6,8.5,16.2,28.9,38.1,52.0,39.9,0.0,999.9,0,0,3,1,102,0,33,1,138,630
4,2020,04,09,2020-04-09,43.0,41.5,994.5,5.7,11.6,28.9,46.0,51.1,30.0,0.27,999.9,1,0,5,0,22,0,2,0,29,103
6,2016,04,16,2016-04-16,44.3,33.2,1028.2,10.0,22.9,28.9,38.1,46.9,42.8,0.0,999.9,0,0,15,0,140,0,41,0,196,679
3,2020,04,22,2020-04-22,42.0,25.3,1005.6,10.0,17.3,29.9,39.0,51.1,28.9,0.23,999.9,0,0,5,0,39,0,8,0,52,148
5,2016,04,01,2016-04-01,54.8,52.5,1007.0,2.2,18.2,29.9,39.0,59.0,46.0,0.01,999.9,1,0,19,0,152,0,27,0,201,702
5,2016,04,08,2016-04-08,49.7,43.2,1001.5,7.3,15.9,29.9,46.0,57.0,44.1,0.44,999.9,0,0,12,0,147,0,35,0,193,696
5,2020,04,10,2020-04-10,45.1,30.4,990.0,10.0,19.3,29.9,38.1,51.1,30.0,0.0,999.9,1,0,5,0,32,0,6,0,43,115
2,2017,04,04,2017-04-04,42.9,38.0,1015.3,6.3,16.3,29.9,40.0,54.0,32.0,0.03,999.9,1,0,7,0,88,0,22,0,118,598
3,2019,04,03,2019-04-03,43.7,38.8,1013.4,6.6,21.6,31.1,42.9,48.9,39.9,2.28,999.9,0,0,13,0,105,1,28,1,146,613
1,2018,04,16,2018-04-16,44.7,44.7,1019.3,2.6,21.6,31.1,36.9,53.1,37.0,0.11,999.9,1,1,8,0,124,0,40,1,172,741
2,2020,04,28,2020-04-28,41.8,28.8,1016.4,8.7,18.8,31.1,38.1,50.0,39.0,0.13,999.9,1,1,7,1,45,0,7,2,59,185
4,2016,04,07,2016-04-07,50.9,44.8,1013.6,7.6,21.9,32.1,40.0,57.0,32.0,99.99,999.9,0,0,18,1,108,1,36,2,162,630
6,2017,04,01,2017-04-01,39.8,36.9,1005.9,3.3,24.2,33.0,44.1,44.1,35.1,1.43,999.9,0,0,6,1,114,0,13,1,133,591
7,2016,04,03,2016-04-03,41.7,32.9,1000.2,8.3,17.5,35.9,51.1,53.1,33.1,1.12,999.9,0,0,10,0,145,0,23,0,177,585
3,2021,04,07,2021-04-07,50.2,43.4,1015.4,8.9,11.3,999.9,999.9,62.6,43.0,0.0,999.9,0,0,16,0,92,1,23,1,138,303
7,2021,04,04,2021-04-04,46.3,30.8,1014.5,10.0,10.6,999.9,999.9,52.0,37.0,0.0,999.9,0,0,11,1,97,0,12,1,124,259
4,2021,04,01,2021-04-01,48.2,47.6,1005.7,4.5,12.6,999.9,999.9,54.0,43.0,0.0,999.9,1,0,12,0,92,1,19,1,128,262
1,2021,04,05,2021-04-05,45.9,36.2,1008.4,10.0,12.9,999.9,999.9,50.0,41.0,0.0,999.9,0,0,13,0,104,0,24,0,154,268
6,2021,04,03,2021-04-03,36.6,23.4,1023.5,9.8,8.9,999.9,999.9,41.0,32.0,0.0,999.9,1,0,8,0,120,1,19,1,154,281
2,2020,05,26,2020-05-26,58.2,56.0,1022.9,5.8,4.6,8,999.9,69.1,50.0,0.0,999.9,1,0,12,0,67,0,14,0,93,224
5,2021,05,14,2021-05-14,58.9,44.2,1021.5,10.0,8.7,12,999.9,73.0,43.0,0.0,999.9,0,0,21,0,158,1,23,1,217,411
4,2021,05,20,2021-05-20,54.4,47.6,1031.2,10.0,7.5,12,17.1,69.1,46.0,0.0,999.9,0,0,18,0,105,1,33,1,168,385
7,2021,05,16,2021-05-16,59.1,48.9,1023.6,10.0,7.4,12,999.9,73.0,48.9,0.0,999.9,0,0,14,0,110,0,9,0,140,336
4,2021,05,13,2021-05-13,55.1,42.8,1021.1,9.9,7.1,13,999.9,66.0,43.0,0.0,999.9,0,0,18,0,112,1,20,1,158,318
3,2021,05,05,2021-05-05,48.8,47.2,1007.8,5.8,7.7,13,999.9,57.0,46.0,0.02,999.9,1,0,10,0,103,0,26,0,143,338
4,2020,05,21,2020-05-21,48.3,42.3,1029.6,9.6,6.3,13,999.9,57.0,36.0,0.0,999.9,0,0,11,0,75,0,9,0,95,212
4,2020,05,28,2020-05-28,60.2,57.5,1024.0,6.6,8.4,13,999.9,66.9,53.1,0.01,999.9,1,0,16,0,61,0,6,0,83,209
1,2021,05,17,2021-05-17,57.5,50.5,1024.6,10.0,7.2,13,999.9,70.0,48.9,0.0,999.9,0,0,19,1,94,0,21,1,139,320
1,2020,05,25,2020-05-25,56.0,52.4,1023.7,8.6,9.9,14,20.0,66.0,48.9,0.0,999.9,0,0,11,0,79,0,11,0,101,214
3,2020,05,06,2020-05-06,45.6,37.8,1012.0,10.0,6.8,14,18.1,57.0,37.0,0.0,999.9,1,0,6,0,49,0,7,0,62,184
5,2020,05,15,2020-05-15,54.1,50.2,1016.4,8.6,9.5,14,999.9,62.1,39.9,0.16,999.9,1,0,12,0,89,0,13,0,114,242
1,2021,05,10,2021-05-10,49.8,44.9,1011.3,8.4,10.4,15,17.1,57.0,44.6,0.83,999.9,1,0,17,0,80,0,17,0,121,279
1,2021,05,31,2021-05-31,57.9,56.1,1019.4,3.3,8.5,15,999.9,61.0,54.0,0.81,999.9,1,0,13,0,117,1,22,1,155,275
3,2021,05,19,2021-05-19,62.9,48.6,1023.6,10.0,10.3,15,22.0,69.1,51.1,0.0,999.9,0,0,16,0,114,1,29,1,168,347
3,2021,05,12,2021-05-12,53.1,39.1,1017.2,10.0,13.1,19,27.0,60.1,46.0,0.0,999.9,0,0,21,0,109,0,15,0,153,328
7,2021,05,30,2021-05-30,49.6,47.9,1020.7,6.0,15.3,19,28.0,54.0,44.1,0.17,999.9,1,0,9,1,86,1,17,2,114,255
2,2020,05,05,2020-05-05,51.5,36.4,1008.2,10.0,11.6,19,24.1,69.1,46.0,0.03,999.9,1,1,7,1,48,0,10,2,65,174
6,2020,05,16,2020-05-16,57.6,50.3,1014.8,8.2,14.1,19,27.0,70.0,50.0,0.15,999.9,1,0,21,0,80,0,9,0,110,217
7,2021,05,02,2021-05-02,53.5,44.6,1008.2,10.0,14.1,20,28.9,60.1,43.0,0.0,999.9,0,0,28,0,154,1,23,1,216,329
2,2021,05,11,2021-05-11,52.4,44.2,1014.1,9.6,10.9,20,26.0,60.1,45.0,0.75,999.9,0,0,15,1,140,1,18,2,181,326
1,2021,05,24,2021-05-24,57.4,45.3,1023.2,10.0,9.5,21,28.9,63.0,51.1,0.0,999.9,0,1,17,0,95,2,22,3,136,322
7,2020,05,31,2020-05-31,61.5,48.6,1013.1,9.8,11.7,21,25.1,66.9,55.0,0.03,999.9,0,0,17,0,59,0,15,0,91,208
6,2020,05,23,2020-05-23,56.4,55.0,1017.0,4.1,9.7,21,28.0,66.2,48.0,0.0,999.9,1,0,5,0,79,0,6,0,90,193
6,2020,05,02,2020-05-02,51.4,43.0,1009.9,7.8,13.8,21,31.1,61.0,43.0,0.35,999.9,1,0,14,0,54,0,10,0,78,189
3,2021,05,26,2021-05-26,61.2,58.6,1018.3,4.8,15,21,999.9,64.9,50.0,0.0,999.9,1,0,17,0,110,1,29,1,169,333
7,2020,05,10,2020-05-10,46.0,27.0,1014.8,10.0,21.6,26,35.9,54.0,37.9,0.0,999.9,0,0,7,0,61,0,7,0,75,163
5,2020,05,01,2020-05-01,51.3,49.1,1011.6,4.9,15.8,26,35.9,55.9,43.0,0.45,999.9,1,0,5,0,49,0,4,0,58,186
6,2020,05,09,2020-05-09,46.2,33.2,1002.3,9.4,18.6,28,41.0,55.9,39.9,0.18,999.9,1,0,9,0,35,0,7,0,51,147
4,2018,05,17,2018-05-17,54.1,54.1,1016.7,5.3,3.6,8.0,999.9,62.1,50.0,0.32,999.9,1,0,8,0,159,0,40,0,204,732
2,2013,05,07,2013-05-07,54.4,49.9,1021.9,4.4,4.5,8.0,999.9,66.9,46.0,0.0,999.9,1,0,14,1,105,0,37,1,156,592
7,2014,05,25,2014-05-25,53.7,44.4,1018.2,10.0,5.4,8.9,999.9,59.0,48.0,0.0,999.9,0,0,11,1,117,0,19,1,147,472
3,2020,05,27,2020-05-27,57.4,56.2,1024.4,2.0,5.6,8.9,999.9,69.1,53.1,0.0,999.9,1,0,22,0,72,0,6,0,100,239
2,2017,05,09,2017-05-09,48.3,34.9,1014.8,10.0,6.2,8.9,999.9,55.0,39.9,0.0,999.9,0,0,7,0,110,0,27,0,144,651
2,2018,05,22,2018-05-22,54.6,49.5,1021.1,10.0,7.0,8.9,999.9,69.1,48.0,0.0,999.9,0,0,11,0,108,0,29,0,148,689
1,2013,05,06,2013-05-06,49.2,43.4,1024.3,5.1,5.5,8.9,999.9,61.0,44.1,0.0,999.9,1,0,8,1,114,0,37,1,159,561
3,2019,05,01,2019-05-01,46.9,39.2,1030.0,10.0,4.7,8.9,999.9,55.0,39.9,0.0,999.9,0,0,11,0,118,1,35,1,164,599
4,2016,05,12,2016-05-12,55.2,45.5,1020.0,9.4,4.4,8.9,999.9,68.0,42.1,0.0,999.9,0,0,24,0,130,0,40,0,197,744
6,2016,05,21,2016-05-21,55.7,48.8,1021.0,9.7,6.5,9.9,999.9,70.0,46.0,0.0,999.9,0,0,12,0,176,0,21,0,210,568
5,2014,05,30,2014-05-30,49.7,42.2,1019.4,10.0,5.7,9.9,999.9,57.9,41.0,0.0,999.9,0,0,15,0,110,0,39,0,164,650
5,2015,05,29,2015-05-29,65.4,57.4,1024.6,9.2,5.7,9.9,999.9,75.9,60.1,0.0,999.9,0,0,16,0,170,0,31,0,217,813
3,2014,05,21,2014-05-21,56.3,47.6,1014.9,10.0,6.0,9.9,999.9,68.0,45.0,0.0,999.9,0,0,14,2,80,1,23,3,117,575
3,2013,05,01,2013-05-01,49.9,41.4,1030.2,7.4,7.0,9.9,999.9,60.8,39.9,0.0,999.9,1,0,13,0,125,1,47,1,185,576
1,2020,05,18,2020-05-18,52.5,45.9,1022.7,10.0,5.7,9.9,999.9,61.0,41.0,0.0,999.9,0,0,11,0,45,1,6,1,62,185
5,2021,05,21,2021-05-21,49.7,48.5,1032.9,3.8,4.9,9.9,999.9,62.1,45.0,0.0,999.9,1,0,19,3,102,1,24,4,155,383
4,2018,05,31,2018-05-31,55.1,54.6,1019.2,3.7,6.5,9.9,999.9,69.1,50.0,0.0,999.9,1,0,9,0,115,0,30,0,154,698
6,2017,05,27,2017-05-27,57.5,48.6,1011.4,10.0,7.2,9.9,999.9,63.0,51.1,0.03,999.9,0,0,18,0,88,1,17,1,123,475
1,2018,05,14,2018-05-14,50.5,49.6,1016.9,6.4,5.5,9.9,999.9,57.0,48.0,0.0,999.9,1,0,16,0,136,0,23,0,174,689
7,2020,05,17,2020-05-17,49.4,42.9,1025.8,10.0,7,11.1,999.9,54.0,41.0,0.0,999.9,0,0,16,0,67,0,7,0,90,171
7,2015,05,03,2015-05-03,44.5,38.0,1019.0,9.9,5.3,11.1,999.9,53.1,32.0,0.0,999.9,1,0,17,1,117,0,19,1,153,555
2,2017,05,30,2017-05-30,53.5,49.6,1021.0,8.1,7.9,11.1,999.9,61.0,50.0,0.01,999.9,0,0,14,0,142,0,29,0,184,647
2,2014,05,06,2014-05-06,52.2,40.5,1011.1,9.6,5.7,11.1,999.9,59.0,46.9,0.01,999.9,0,0,17,1,95,0,36,1,148,565
2,2018,05,08,2018-05-08,48.4,46.3,1024.3,4.9,6.9,11.1,999.9,60.1,39.0,0.0,999.9,1,0,15,0,151,0,44,0,211,736
3,2014,05,07,2014-05-07,51.6,38.3,1019.8,10.0,6.8,11.1,999.9,60.1,46.0,0.0,999.9,0,0,10,0,121,0,23,0,154,603
6,2015,05,16,2015-05-16,55.5,50.3,1023.7,9.9,7.5,11.1,999.9,64.0,48.0,0.0,999.9,0,0,17,0,125,1,38,1,180,650
6,2015,05,09,2015-05-09,54.3,50.9,1026.1,4.4,6.4,11.1,999.9,64.9,46.9,0.0,999.9,1,0,10,0,97,1,17,1,124,560
3,2017,05,31,2017-05-31,55.4,53.1,1017.8,3.6,7.8,11.1,999.9,62.1,50.0,0.01,999.9,1,0,34,0,117,0,37,0,188,669
6,2021,05,15,2021-05-15,58.9,47.2,1022.5,10.0,7.9,11.1,999.9,73.0,50.0,0.0,999.9,0,0,16,0,122,0,23,0,171,321
7,2018,05,06,2018-05-06,52.5,49.7,1018.6,8.1,6.9,11.1,999.9,66.0,48.9,0.0,999.9,1,0,7,0,134,0,15,0,156,495
2,2013,05,28,2013-05-28,56.6,49.6,1023.2,9.9,6.4,11.1,999.9,63.0,46.9,0.0,999.9,0,0,10,0,120,0,33,0,163,686
4,2014,05,08,2014-05-08,52.0,43.4,1022.3,9.6,7.5,12.0,999.9,62.1,46.0,0.0,999.9,0,0,9,0,101,1,21,1,131,596
6,2013,05,18,2013-05-18,54.6,45.2,1025.3,10.0,5.1,12.0,999.9,64.0,44.1,0.0,999.9,0,0,6,0,129,0,20,0,155,506
1,2018,05,21,2018-05-21,60.9,51.0,1019.0,9.5,8.7,12.0,999.9,69.1,52.0,0.03,999.9,0,0,21,0,134,1,40,1,195,626
7,2017,05,28,2017-05-28,51.8,46.1,1015.5,9.4,6.1,12.0,999.9,63.0,45.0,0.0,999.9,0,0,21,0,114,1,15,1,150,475
4,2016,05,19,2016-05-19,53.9,44.5,1019.1,10.0,6.7,12.0,15.0,63.0,45.0,0.05,999.9,0,0,13,0,147,0,31,0,191,694
