2014-02-18,MANHATTAN,2,2014,02,18,2014-02-18,28.2,18.5,1023.6,9,12.7,26.0,32.1,42.1,9,0,999.9,0,0,0,0,10,0,9,0,19,93
2014-02-18,BROOKLYN,2,2014,02,18,2014-02-18,28.2,18.5,1023.6,9,12.7,26.0,32.1,42.1,9,0,999.9,0,0,0,0,20,0,3,0,23,135
2014-02-18,QUEENS,2,2014,02,18,2014-02-18,28.2,18.5,1023.6,9,12.7,26.0,32.1,42.1,9,0,999.9,0,0,1,2,33,0,3,0,37,133
2014-02-18,BRONX,2,2014,02,18,2014-02-18,28.2,18.5,1023.6,9,12.7,26.0,32.1,42.1,9,0,999.9,0,0,0,0,4,0,1,0,5,54
2014-02-18,STATEN ISLAND,2,2014,02,18,2014-02-18,28.2,18.5,1023.6,9,12.7,26.0,32.1,42.1,9,0,999.9,0,0,0,0,8,0,1,0,9,26
2014-04-01,MANHATTAN,2,2014,04,01,2014-04-01,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,0,2,0,4,0,6,0,12,122
2014-04-01,QUEENS,2,2014,04,01,2014-04-01,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,0,2,0,19,0,4,0,25,136
2014-04-01,BRONX,2,2014,04,01,2014-04-01,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,0,2,0,1,0,5,0,8,51
2014-04-01,BROOKLYN,2,2014,04,01,2014-04-01,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,0,2,0,36,0,4,0,42,134
2014-04-01,STATEN ISLAND,2,2014,04,01,2014-04-01,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,0,0,0,4,0,0,0,4,22
2014-07-17,MANHATTAN,4,2014,07,17,2014-07-17,70.4,63.7,1013.3,7.7,4.5,8.0,999.9,77,66.2,0.01,999.9,1,0,7,0,16,0,10,0,33,155
2014-07-17,BRONX,4,2014,07,17,2014-07-17,70.4,63.7,1013.3,7.7,4.5,8.0,999.9,77,66.2,0.01,999.9,1,0,0,0,8,0,4,0,12,55
2014-07-17,QUEENS,4,2014,07,17,2014-07-17,70.4,63.7,1013.3,7.7,4.5,8.0,999.9,77,66.2,0.01,999.9,1,0,6,0,18,0,1,0,25,132
2014-07-17,BROOKLYN,4,2014,07,17,2014-07-17,70.4,63.7,1013.3,7.7,4.5,8.0,999.9,77,66.2,0.01,999.9,1,0,11,0,20,0,5,0,36,142
2014-07-17,STATEN ISLAND,4,2014,07,17,2014-07-17,70.4,63.7,1013.3,7.7,4.5,8.0,999.9,77,66.2,0.01,999.9,1,0,0,0,0,0,1,0,1,25
2014-03-25,BRONX,2,2014,03,25,2014-03-25,26.5,10.5,1019.8,10,4.1,8.9,999.9,35.1,15.1,0,999.9,0,0,0,0,11,0,6,0,17,60
2014-03-25,QUEENS,2,2014,03,25,2014-03-25,26.5,10.5,1019.8,10,4.1,8.9,999.9,35.1,15.1,0,999.9,0,0,0,0,23,1,4,1,27,129
2014-03-25,MANHATTAN,2,2014,03,25,2014-03-25,26.5,10.5,1019.8,10,4.1,8.9,999.9,35.1,15.1,0,999.9,0,0,3,0,8,0,4,0,15,98
2014-03-25,BROOKLYN,2,2014,03,25,2014-03-25,26.5,10.5,1019.8,10,4.1,8.9,999.9,35.1,15.1,0,999.9,0,0,1,0,25,0,5,0,31,109
2014-03-25,STATEN ISLAND,2,2014,03,25,2014-03-25,26.5,10.5,1019.8,10,4.1,8.9,999.9,35.1,15.1,0,999.9,0,0,0,0,1,0,2,0,3,17
2014-01-25,BRONX,6,2014,01,25,2014-01-25,32,23,1011.2,8.5,17.0,27.0,35.9,41,10.9,0,999.9,0,0,0,0,12,1,3,1,15,49
2014-01-25,QUEENS,6,2014,01,25,2014-01-25,32,23,1011.2,8.5,17.0,27.0,35.9,41,10.9,0,999.9,0,0,0,0,17,0,3,0,20,108
2014-01-25,BROOKLYN,6,2014,01,25,2014-01-25,32,23,1011.2,8.5,17.0,27.0,35.9,41,10.9,0,999.9,0,0,1,0,41,0,5,0,47,137
2014-01-25,MANHATTAN,6,2014,01,25,2014-01-25,32,23,1011.2,8.5,17.0,27.0,35.9,41,10.9,0,999.9,0,0,2,0,9,0,6,0,17,93
2014-01-25,STATEN ISLAND,6,2014,01,25,2014-01-25,32,23,1011.2,8.5,17.0,27.0,35.9,41,10.9,0,999.9,0,0,0,0,3,0,0,0,3,18
2014-01-03,MANHATTAN,5,2014,01,03,2014-01-03,24.2,20.2,1007,0.8,26.9,35.9,47,30.9,15.8,0.15,999.9,1,0,1,0,3,0,4,0,8,74
2014-01-03,QUEENS,5,2014,01,03,2014-01-03,24.2,20.2,1007,0.8,26.9,35.9,47,30.9,15.8,0.15,999.9,1,0,0,0,17,0,2,0,19,100
2014-01-03,BROOKLYN,5,2014,01,03,2014-01-03,24.2,20.2,1007,0.8,26.9,35.9,47,30.9,15.8,0.15,999.9,1,0,0,0,2,0,2,0,4,101
2014-01-03,BRONX,5,2014,01,03,2014-01-03,24.2,20.2,1007,0.8,26.9,35.9,47,30.9,15.8,0.15,999.9,1,0,0,0,5,0,0,0,5,60
