DATE,BOROUGH,WEEKDAY,YEAR,MONTH,DAY,COLLISION_DATE,TEMP,DEWP,SLP,VISIB,WDSP,MXPSD,GUST,MAX,MIN,PRCP,SNDP,FOG,CYC_KILL,CYC_INJD,MOTO_KILL,MOTO_INJD,PEDS_KILL,PEDS_INJD,PERS_KILL,PERS_INJD,NUM_COLS
2012-08-23,MANHATTAN,4,2012,08,23,2012-08-23,74.7,61.7,1020.4,8.9,2.0,8.9,999.9,84,62.6,0,999.9,0,0,5,0,6,1,15,1,26,147
2012-08-23,STATEN ISLAND,4,2012,08,23,2012-08-23,74.7,61.7,1020.4,8.9,2.0,8.9,999.9,84,62.6,0,999.9,0,0,0,0,14,0,3,0,17,49
2012-08-23,BRONX,4,2012,08,23,2012-08-23,74.7,61.7,1020.4,8.9,2.0,8.9,999.9,84,62.6,0,999.9,0,0,0,0,14,0,3,0,17,52
2012-08-18,QUEENS,6,2012,08,18,2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,0,2,0,24,0,4,0,30,117
2012-08-18,BRONX,6,2012,08,18,2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,0,3,0,10,0,4,0,17,62
2012-08-18,BROOKLYN,6,2012,08,18,2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,0,3,0,28,0,11,0,42,127
2012-08-18,MANHATTAN,6,2012,08,18,2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,0,3,0,19,0,6,0,28,126
2012-08-18,STATEN ISLAND,6,2012,08,18,2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,0,0,0,7,0,0,0,7,25
2012-08-28,STATEN ISLAND,2,2012,08,28,2012-08-28,77.9,67.4,1011.5,9,6.0,15.9,22.9,86,69.8,0.75,999.9,0,0,0,0,4,0,1,0,5,33
2012-08-28,QUEENS,2,2012,08,28,2012-08-28,77.9,67.4,1011.5,9,6.0,15.9,22.9,86,69.8,0.75,999.9,0,0,0,0,23,0,6,0,29,119
2012-08-28,BRONX,2,2012,08,28,2012-08-28,77.9,67.4,1011.5,9,6.0,15.9,22.9,86,69.8,0.75,999.9,0,0,1,0,11,0,4,0,16,74
2012-08-28,MANHATTAN,2,2012,08,28,2012-08-28,77.9,67.4,1011.5,9,6.0,15.9,22.9,86,69.8,0.75,999.9,0,0,3,0,9,0,7,0,19,109
2012-08-28,BROOKLYN,2,2012,08,28,2012-08-28,77.9,67.4,1011.5,9,6.0,15.9,22.9,86,69.8,0.75,999.9,0,0,4,0,33,0,8,0,45,165
2012-07-16,QUEENS,1,2012,07,16,2012-07-16,79,67.9,1011.5,9.2,4.0,14.0,22,91,70,0.26,999.9,0,0,3,0,24,0,1,0,28,116
2012-07-16,MANHATTAN,1,2012,07,16,2012-07-16,79,67.9,1011.5,9.2,4.0,14.0,22,91,70,0.26,999.9,0,0,4,0,18,0,4,0,26,114
2012-07-16,BRONX,1,2012,07,16,2012-07-16,79,67.9,1011.5,9.2,4.0,14.0,22,91,70,0.26,999.9,0,0,0,1,22,0,3,0,25,53
2012-07-16,BROOKLYN,1,2012,07,16,2012-07-16,79,67.9,1011.5,9.2,4.0,14.0,22,91,70,0.26,999.9,0,0,8,1,40,0,11,0,59,156
2012-07-16,STATEN ISLAND,1,2012,07,16,2012-07-16,79,67.9,1011.5,9.2,4.0,14.0,22,91,70,0.26,999.9,0,0,0,0,9,0,2,0,11,24
2012-12-01,BRONX,6,2012,12,01,2012-12-01,38.5,32.1,1031.4,9.3,9.2,14.0,22,45,34,0,999.9,0,0,0,0,19,0,3,0,22,52
2012-12-01,MANHATTAN,6,2012,12,01,2012-12-01,38.5,32.1,1031.4,9.3,9.2,14.0,22,45,34,0,999.9,0,0,2,0,6,0,9,0,17,110
2012-12-01,BROOKLYN,6,2012,12,01,2012-12-01,38.5,32.1,1031.4,9.3,9.2,14.0,22,45,34,0,999.9,0,0,4,0,16,0,9,0,29,126
2012-12-01,QUEENS,6,2012,12,01,2012-12-01,38.5,32.1,1031.4,9.3,9.2,14.0,22,45,34,0,999.9,0,0,2,0,25,0,4,0,31,107
2012-12-01,STATEN ISLAND,6,2012,12,01,2012-12-01,38.5,32.1,1031.4,9.3,9.2,14.0,22,45,34,0,999.9,0,0,0,0,4,0,2,0,6,29
2012-10-22,BROOKLYN,1,2012,10,22,2012-10-22,57.8,40.1,1017.4,10,4.3,20.0,26,66,48.9,0,999.9,0,0,7,0,28,1,12,1,47,164
2012-10-22,BRONX,1,2012,10,22,2012-10-22,57.8,40.1,1017.4,10,4.3,20.0,26,66,48.9,0,999.9,0,0,0,0,16,0,4,0,20,75
2012-10-22,MANHATTAN,1,2012,10,22,2012-10-22,57.8,40.1,1017.4,10,4.3,20.0,26,66,48.9,0,999.9,0,0,2,0,8,1,4,1,14,118
2012-10-22,QUEENS,1,2012,10,22,2012-10-22,57.8,40.1,1017.4,10,4.3,20.0,26,66,48.9,0,999.9,0,0,2,0,28,0,9,0,39,122
2012-10-22,STATEN ISLAND,1,2012,10,22,2012-10-22,57.8,40.1,1017.4,10,4.3,20.0,26,66,48.9,0,999.9,0,0,0,0,5,0,3,0,8,36
2012-07-02,QUEENS,1,2012,07,02,2012-07-02,80.3,54.1,1011.6,10,3.8,15.0,999.9,88,66.9,0,999.9,0,0,6,0,32,0,4,0,42,108
2012-07-02,BROOKLYN,1,2012,07,02,2012-07-02,80.3,54.1,1011.6,10,3.8,15.0,999.9,88,66.9,0,999.9,0,0,7,1,37,0,12,0,56,146
2012-07-02,MANHATTAN,1,2012,07,02,2012-07-02,80.3,54.1,1011.6,10,3.8,15.0,999.9,88,66.9,0,999.9,0,0,9,0,7,0,5,0,21,122
2012-07-02,BRONX,1,2012,07,02,2012-07-02,80.3,54.1,1011.6,10,3.8,15.0,999.9,88,66.9,0,999.9,0,0,1,0,12,0,5,0,18,72
2012-07-02,STATEN ISLAND,1,2012,07,02,2012-07-02,80.3,54.1,1011.6,10,3.8,15.0,999.9,88,66.9,0,999.9,0,0,0,0,6,0,0,0,6,29
2012-09-15,MANHATTAN,6,2012,09,15,2012-09-15,67.2,54.1,1019.1,10,5.1,14.0,20,72,60.1,0.01,999.9,0,0,4,1,14,0,5,0,23,139
2012-09-15,QUEENS,6,2012,09,15,2012-09-15,67.2,54.1,1019.1,10,5.1,14.0,20,72,60.1,0.01,999.9,0,0,6,0,28,0,4,0,38,128
2012-09-15,BROOKLYN,6,2012,09,15,2012-09-15,67.2,54.1,1019.1,10,5.1,14.0,20,72,60.1,0.01,999.9,0,0,6,0,29,1,8,1,43,118
2012-09-15,BRONX,6,2012,09,15,2012-09-15,67.2,54.1,1019.1,10,5.1,14.0,20,72,60.1,0.01,999.9,0,0,1,0,18,0,5,0,24,58
2012-09-15,STATEN ISLAND,6,2012,09,15,2012-09-15,67.2,54.1,1019.1,10,5.1,14.0,20,72,60.1,0.01,999.9,0,0,1,0,3,0,2,0,6,25
2012-08-31,MANHATTAN,5,2012,08,31,2012-08-31,78.7,56.1,1016.3,9.9,3.9,20.0,27,90,68,0,999.9,0,0,13,0,17,0,8,0,38,167
2012-08-31,QUEENS,5,2012,08,31,2012-08-31,78.7,56.1,1016.3,9.9,3.9,20.0,27,90,68,0,999.9,0,0,1,0,43,0,4,0,48,151
2012-08-31,STATEN ISLAND,5,2012,08,31,2012-08-31,78.7,56.1,1016.3,9.9,3.9,20.0,27,90,68,0,999.9,0,0,0,0,10,0,1,0,11,45
2012-08-31,BRONX,5,2012,08,31,2012-08-31,78.7,56.1,1016.3,9.9,3.9,20.0,27,90,68,0,999.9,0,0,1,1,11,1,3,1,15,70
2012-08-31,BROOKLYN,5,2012,08,31,2012-08-31,78.7,56.1,1016.3,9.9,3.9,20.0,27,90,68,0,999.9,0,0,10,0,44,0,17,0,71,162
2012-09-19,MANHATTAN,3,2012,09,19,2012-09-19,66.7,56.1,1015.2,7.6,6.3,21.0,27,73,57,0.68,999.9,0,0,5,0,12,0,13,0,30,138
2012-09-19,BROOKLYN,3,2012,09,19,2012-09-19,66.7,56.1,1015.2,7.6,6.3,21.0,27,73,57,0.68,999.9,0,0,5,0,30,0,7,0,42,137
2012-09-19,QUEENS,3,2012,09,19,2012-09-19,66.7,56.1,1015.2,7.6,6.3,21.0,27,73,57,0.68,999.9,0,0,1,0,33,0,7,0,41,150
2012-09-19,BRONX,3,2012,09,19,2012-09-19,66.7,56.1,1015.2,7.6,6.3,21.0,27,73,57,0.68,999.9,0,0,2,0,13,0,6,0,21,64
2012-09-19,STATEN ISLAND,3,2012,09,19,2012-09-19,66.7,56.1,1015.2,7.6,6.3,21.0,27,73,57,0.68,999.9,0,0,0,0,4,0,0,0,4,33
2012-08-07,BRONX,2,2012,08,07,2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,0,2,0,3,0,4,0,9,54
2012-08-07,BROOKLYN,2,2012,08,07,2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,0,2,0,15,0,16,0,33,138
2012-08-07,MANHATTAN,2,2012,08,07,2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,0,5,0,17,0,9,0,31,127
2012-08-07,QUEENS,2,2012,08,07,2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,0,2,0,37,0,3,0,42,115
2012-08-07,STATEN ISLAND,2,2012,08,07,2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,0,0,0,11,0,2,0,13,36
2012-12-26,MANHATTAN,3,2012,12,26,2012-12-26,32.2,25.3,1022.1,8.8,9.5,19.0,29.9,39.2,28,0.13,999.9,1,0,0,0,3,1,15,1,18,97
2012-12-26,BRONX,3,2012,12,26,2012-12-26,32.2,25.3,1022.1,8.8,9.5,19.0,29.9,39.2,28,0.13,999.9,1,0,0,0,13,0,5,0,18,64
2012-12-26,QUEENS,3,2012,12,26,2012-12-26,32.2,25.3,1022.1,8.8,9.5,19.0,29.9,39.2,28,0.13,999.9,1,0,0,0,9,2,15,2,24,119
2012-12-26,BROOKLYN,3,2012,12,26,2012-12-26,32.2,25.3,1022.1,8.8,9.5,19.0,29.9,39.2,28,0.13,999.9,1,0,1,0,25,0,30,0,56,149
2012-12-26,STATEN ISLAND,3,2012,12,26,2012-12-26,32.2,25.3,1022.1,8.8,9.5,19.0,29.9,39.2,28,0.13,999.9,1,0,0,0,4,0,3,0,7,26
2012-10-20,BRONX,6,2012,10,20,2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,0,4,0,10,0,5,0,19,52
2012-10-20,MANHATTAN,6,2012,10,20,2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,0,4,0,30,0,9,0,43,148
2012-10-20,BROOKLYN,6,2012,10,20,2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,0,8,0,38,0,6,0,52,146
2012-10-20,QUEENS,6,2012,10,20,2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,0,0,0,35,1,4,1,39,148
2012-10-20,STATEN ISLAND,6,2012,10,20,2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,0,0,0,18,0,0,0,18,28
2012-09-22,MANHATTAN,6,2012,09,22,2012-09-22,66.3,60.6,1012.6,8.1,5.6,15.0,20,75.9,60.1,0.01,999.9,0,0,7,0,20,1,9,1,36,145
2012-09-22,BRONX,6,2012,09,22,2012-09-22,66.3,60.6,1012.6,8.1,5.6,15.0,20,75.9,60.1,0.01,999.9,0,0,0,0,9,0,0,0,9,55
2012-09-22,BROOKLYN,6,2012,09,22,2012-09-22,66.3,60.6,1012.6,8.1,5.6,15.0,20,75.9,60.1,0.01,999.9,0,0,5,0,25,0,12,0,42,110
2012-09-22,QUEENS,6,2012,09,22,2012-09-22,66.3,60.6,1012.6,8.1,5.6,15.0,20,75.9,60.1,0.01,999.9,0,0,7,0,34,0,9,0,50,127
2012-09-22,STATEN ISLAND,6,2012,09,22,2012-09-22,66.3,60.6,1012.6,8.1,5.6,15.0,20,75.9,60.1,0.01,999.9,0,0,0,0,2,0,0,0,2,28
2012-08-14,QUEENS,2,2012,08,14,2012-08-14,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,0,2,0,36,0,9,0,47,116
2012-08-14,MANHATTAN,2,2012,08,14,2012-08-14,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,0,5,0,7,0,9,0,21,136
2012-08-14,BROOKLYN,2,2012,08,14,2012-08-14,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,0,3,0,27,0,7,0,37,127
2012-08-14,BRONX,2,2012,08,14,2012-08-14,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,0,2,0,16,0,3,0,21,37
2012-08-14,STATEN ISLAND,2,2012,08,14,2012-08-14,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,0,0,0,6,0,0,0,6,32
2012-11-08,BRONX,4,2012,11,08,2012-11-08,41.2,35.1,1006.4,5.1,15.2,41.0,59.1,55.9,30.2,2.45,999.9,0,0,0,0,3,0,6,0,9,75
2012-11-08,MANHATTAN,4,2012,11,08,2012-11-08,41.2,35.1,1006.4,5.1,15.2,41.0,59.1,55.9,30.2,2.45,999.9,0,0,3,0,8,0,10,0,21,94
2012-11-08,BROOKLYN,4,2012,11,08,2012-11-08,41.2,35.1,1006.4,5.1,15.2,41.0,59.1,55.9,30.2,2.45,999.9,0,0,1,0,15,0,9,0,25,129
2012-11-08,QUEENS,4,2012,11,08,2012-11-08,41.2,35.1,1006.4,5.1,15.2,41.0,59.1,55.9,30.2,2.45,999.9,0,0,1,0,13,0,10,0,24,134
2012-11-08,STATEN ISLAND,4,2012,11,08,2012-11-08,41.2,35.1,1006.4,5.1,15.2,41.0,59.1,55.9,30.2,2.45,999.9,0,0,0,0,4,0,1,0,5,36
2012-12-27,QUEENS,4,2012,12,27,2012-12-27,39.1,37.1,996.6,6,12.4,34.0,53,52,33.1,0.84,999.9,1,0,1,0,23,1,2,1,26,121
2012-12-27,MANHATTAN,4,2012,12,27,2012-12-27,39.1,37.1,996.6,6,12.4,34.0,53,52,33.1,0.84,999.9,1,0,2,0,2,0,12,0,16,105
2012-12-27,BROOKLYN,4,2012,12,27,2012-12-27,39.1,37.1,996.6,6,12.4,34.0,53,52,33.1,0.84,999.9,1,0,1,0,23,0,17,0,41,144
2012-12-27,BRONX,4,2012,12,27,2012-12-27,39.1,37.1,996.6,6,12.4,34.0,53,52,33.1,0.84,999.9,1,0,0,0,5,0,7,0,12,45
2012-12-27,STATEN ISLAND,4,2012,12,27,2012-12-27,39.1,37.1,996.6,6,12.4,34.0,53,52,33.1,0.84,999.9,1,0,0,0,7,0,1,0,8,33
2012-11-11,MANHATTAN,7,2012,11,11,2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,0,1,0,8,0,6,0,15,99
2012-11-11,STATEN ISLAND,7,2012,11,11,2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,0,0,0,6,0,1,0,7,31
2012-11-11,QUEENS,7,2012,11,11,2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,0,2,0,25,0,9,0,36,125
2012-11-11,BROOKLYN,7,2012,11,11,2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,0,1,0,29,0,8,0,38,133
2012-11-11,BRONX,7,2012,11,11,2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,0,0,0,23,0,4,0,27,59
2012-12-04,BRONX,2,2012,12,04,2012-12-04,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,0,1,0,11,0,6,0,18,56
2012-12-04,QUEENS,2,2012,12,04,2012-12-04,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,0,0,0,33,0,9,0,42,150
2012-12-04,BROOKLYN,2,2012,12,04,2012-12-04,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,0,3,0,51,0,14,0,68,167
2012-12-04,MANHATTAN,2,2012,12,04,2012-12-04,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,0,1,0,16,0,5,0,22,123
2012-12-04,STATEN ISLAND,2,2012,12,04,2012-12-04,51.9,47.1,1022.8,5.6,2.9,9.9,999.9,62.1,37.4,0.04,999.9,1,0,0,0,8,0,1,0,9,32
2012-09-10,BROOKLYN,1,2012,09,10,2012-09-10,65.4,49.1,1014.3,10,5.7,20.0,26,71.1,55.4,0.16,999.9,0,0,9,0,41,0,7,0,57,164
2012-09-10,MANHATTAN,1,2012,09,10,2012-09-10,65.4,49.1,1014.3,10,5.7,20.0,26,71.1,55.4,0.16,999.9,0,0,6,0,6,1,10,1,22,127
2012-09-10,QUEENS,1,2012,09,10,2012-09-10,65.4,49.1,1014.3,10,5.7,20.0,26,71.1,55.4,0.16,999.9,0,0,2,0,33,0,2,0,37,142
2012-09-10,BRONX,1,2012,09,10,2012-09-10,65.4,49.1,1014.3,10,5.7,20.0,26,71.1,55.4,0.16,999.9,0,0,2,0,15,0,9,0,26,66
2012-09-10,STATEN ISLAND,1,2012,09,10,2012-09-10,65.4,49.1,1014.3,10,5.7,20.0,26,71.1,55.4,0.16,999.9,0,0,0,0,13,0,1,0,14,42
2012-10-19,BROOKLYN,5,2012,10,19,2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,0,2,0,59,0,14,0,76,179
2012-10-19,BRONX,5,2012,10,19,2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,0,0,0,8,0,5,0,13,69
2012-10-19,MANHATTAN,5,2012,10,19,2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,0,2,0,15,0,6,0,23,168
2012-10-19,STATEN ISLAND,5,2012,10,19,2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,0,0,1,12,0,0,0,12,57
2012-10-19,QUEENS,5,2012,10,19,2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,0,2,0,45,0,8,0,55,176
2012-10-04,BROOKLYN,4,2012,10,04,2012-10-04,68.6,66.2,1019,2.9,2.2,13.0,999.9,73.4,62.6,0.01,999.9,1,0,2,0,29,0,5,0,36,139
2012-10-04,STATEN ISLAND,4,2012,10,04,2012-10-04,68.6,66.2,1019,2.9,2.2,13.0,999.9,73.4,62.6,0.01,999.9,1,0,0,0,6,0,0,0,6,41
2012-10-04,QUEENS,4,2012,10,04,2012-10-04,68.6,66.2,1019,2.9,2.2,13.0,999.9,73.4,62.6,0.01,999.9,1,0,2,0,28,0,5,0,35,122
2012-10-04,MANHATTAN,4,2012,10,04,2012-10-04,68.6,66.2,1019,2.9,2.2,13.0,999.9,73.4,62.6,0.01,999.9,1,0,5,0,2,0,9,0,16,112
2012-10-04,BRONX,4,2012,10,04,2012-10-04,68.6,66.2,1019,2.9,2.2,13.0,999.9,73.4,62.6,0.01,999.9,1,0,1,0,13,0,3,0,17,58
2012-12-06,QUEENS,4,2012,12,06,2012-12-06,35,16.8,1025.5,10,3.6,19.0,27,45,28,0.01,999.9,0,0,1,0,42,0,5,0,48,151
2012-12-06,MANHATTAN,4,2012,12,06,2012-12-06,35,16.8,1025.5,10,3.6,19.0,27,45,28,0.01,999.9,0,0,5,0,8,0,2,0,15,136
2012-12-06,BROOKLYN,4,2012,12,06,2012-12-06,35,16.8,1025.5,10,3.6,19.0,27,45,28,0.01,999.9,0,0,3,0,24,0,13,0,40,154
2012-12-06,BRONX,4,2012,12,06,2012-12-06,35,16.8,1025.5,10,3.6,19.0,27,45,28,0.01,999.9,0,0,0,0,5,0,6,0,11,61
2012-12-06,STATEN ISLAND,4,2012,12,06,2012-12-06,35,16.8,1025.5,10,3.6,19.0,27,45,28,0.01,999.9,0,0,0,0,19,0,0,0,19,41
2012-11-30,QUEENS,5,2012,11,30,2012-11-30,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46,35.6,0,999.9,0,0,6,0,25,0,7,0,38,138
2012-11-30,BROOKLYN,5,2012,11,30,2012-11-30,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46,35.6,0,999.9,0,0,1,1,16,0,16,0,33,134
2012-11-30,MANHATTAN,5,2012,11,30,2012-11-30,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46,35.6,0,999.9,0,0,2,0,6,0,8,0,16,133
2012-11-30,BRONX,5,2012,11,30,2012-11-30,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46,35.6,0,999.9,0,0,0,0,17,0,5,0,22,53
2012-11-30,STATEN ISLAND,5,2012,11,30,2012-11-30,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46,35.6,0,999.9,0,0,0,0,7,0,0,0,7,32
2012-11-09,BRONX,5,2012,11,09,2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,0,0,0,8,0,6,0,14,59
2012-11-09,QUEENS,5,2012,11,09,2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,0,0,0,26,0,12,0,38,143
2012-11-09,MANHATTAN,5,2012,11,09,2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,0,5,0,14,0,13,0,32,160
2012-11-09,BROOKLYN,5,2012,11,09,2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,0,4,0,13,0,13,0,30,175
2012-11-09,STATEN ISLAND,5,2012,11,09,2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,0,0,0,10,0,3,0,13,48
2012-11-28,BROOKLYN,3,2012,11,28,2012-11-28,37.5,28.8,1022.7,9.3,7.1,21.0,28,44.6,34,0.59,999.9,0,0,4,0,12,0,10,0,26,110
2012-11-28,MANHATTAN,3,2012,11,28,2012-11-28,37.5,28.8,1022.7,9.3,7.1,21.0,28,44.6,34,0.59,999.9,0,0,3,0,10,0,13,0,26,111
2012-11-28,STATEN ISLAND,3,2012,11,28,2012-11-28,37.5,28.8,1022.7,9.3,7.1,21.0,28,44.6,34,0.59,999.9,0,0,0,0,9,0,2,0,11,37
2012-11-28,BRONX,3,2012,11,28,2012-11-28,37.5,28.8,1022.7,9.3,7.1,21.0,28,44.6,34,0.59,999.9,0,0,0,0,3,0,7,0,10,62
2012-11-28,QUEENS,3,2012,11,28,2012-11-28,37.5,28.8,1022.7,9.3,7.1,21.0,28,44.6,34,0.59,999.9,0,0,3,0,19,0,6,0,28,115
2012-07-23,QUEENS,1,2012,07,23,2012-07-23,76,67.2,1016.9,8.9,3.0,13.0,999.9,86,64,0,999.9,0,0,0,0,33,0,2,0,35,116
2012-07-23,MANHATTAN,1,2012,07,23,2012-07-23,76,67.2,1016.9,8.9,3.0,13.0,999.9,86,64,0,999.9,0,0,1,0,11,0,11,0,23,113
2012-07-23,BROOKLYN,1,2012,07,23,2012-07-23,76,67.2,1016.9,8.9,3.0,13.0,999.9,86,64,0,999.9,0,0,5,0,39,0,9,0,53,137
2012-07-23,BRONX,1,2012,07,23,2012-07-23,76,67.2,1016.9,8.9,3.0,13.0,999.9,86,64,0,999.9,0,0,2,0,10,0,1,0,13,51
2012-07-23,STATEN ISLAND,1,2012,07,23,2012-07-23,76,67.2,1016.9,8.9,3.0,13.0,999.9,86,64,0,999.9,0,0,0,0,2,0,0,0,2,17
2012-07-19,QUEENS,4,2012,07,19,2012-07-19,73.3,67.2,1013.2,7.5,3.4,15.0,18.1,75.9,68,1.76,999.9,0,0,3,0,25,0,9,0,37,128
2012-07-19,BROOKLYN,4,2012,07,19,2012-07-19,73.3,67.2,1013.2,7.5,3.4,15.0,18.1,75.9,68,1.76,999.9,0,0,2,0,24,0,10,0,36,112
2012-07-19,MANHATTAN,4,2012,07,19,2012-07-19,73.3,67.2,1013.2,7.5,3.4,15.0,18.1,75.9,68,1.76,999.9,0,0,4,0,9,0,7,0,20,128
2012-07-19,STATEN ISLAND,4,2012,07,19,2012-07-19,73.3,67.2,1013.2,7.5,3.4,15.0,18.1,75.9,68,1.76,999.9,0,0,0,0,3,0,1,0,4,29
2012-07-19,BRONX,4,2012,07,19,2012-07-19,73.3,67.2,1013.2,7.5,3.4,15.0,18.1,75.9,68,1.76,999.9,0,0,0,0,19,0,3,0,22,39
2012-08-04,BRONX,6,2012,08,04,2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,0,0,0,10,0,2,0,12,66
2012-08-04,BROOKLYN,6,2012,08,04,2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,0,5,0,25,0,7,0,37,119
2012-08-04,QUEENS,6,2012,08,04,2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,0,2,0,25,0,7,0,34,135
2012-08-04,MANHATTAN,6,2012,08,04,2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,0,3,0,15,0,10,0,28,133
2012-08-04,STATEN ISLAND,6,2012,08,04,2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,0,0,0,9,0,2,0,11,21
